"","EE-a","L2-a","L2-b","L4-a","YA_female-a","YA_male-a"
"WBGene00070268",-2.75291998425419,2.89642514859973,4.71574456971602,3.99249448154079,4.4382499663272,4.04270662960684
"WBGene00070274",-3.41013126482676,1.34746343190332,1.78086147152292,3.00099571516213,3.4670661693601,2.98766560435533
"WBGene00070277",7.16890188822714,8.92639383325213,8.42288096481392,9.19849298956856,8.76933729580826,8.20118678168839
"WBGene00070278",-1.68411745470159,-3.41013126482676,-2.74137459709103,3.16903587800047,0.300142880626695,5.1746300001284
"WBGene00070280",-3.41013126482676,-3.41013126482676,-0.894716823652266,-3.41013126482676,-0.525220967935579,-0.732356713869755
"WBGene00081067",-0.996609037784231,0.399834253701066,2.18891984781018,1.05097724873048,1.60103861596563,1.88083416926154
"WBGene00070281",-0.477340654772778,3.88728281160644,3.18059582546315,2.01784935916977,2.43131177715155,2.44451541511098
"WBGene00081060",-2.3030711075792,-3.41013126482676,0.934182543313829,-3.41013126482676,-0.785192028052547,-0.312831718908952
"WBGene00070282",-1.34881401464565,1.34746343190332,1.38085087777149,-3.41013126482676,1.1069498413158,2.49737425111915
"WBGene00070285",-3.41013126482676,7.63365321711513,-3.41013126482676,8.56425842271396,11.3340393935801,11.613051514586
"WBGene00081069",-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-2.16612289212082,1.72702984576062
"WBGene00081068",4.23911078975964,9.34589629361503,7.39411283887438,8.61971582603988,7.40295145684673,6.40470399369777
"WBGene00070252",0.238406161872189,1.34746343190332,2.13982610410161,3.00099571516213,3.76221919289007,3.61853009421121
"WBGene00081065",-3.04442121322715,-3.41013126482676,-1.27565121397504,1.05097724873048,-2.03347980949356,-2.96661789433187
"WBGene00070255",-0.53290841539197,-3.41013126482676,1.72748440841657,2.01784935916977,-1.19306026150854,0.500272405892615
"WBGene00070257",0.738307266795764,1.34746343190332,2.24907968986369,-3.41013126482676,-0.767167502030401,1.48676856206934
"WBGene00070258",-3.41013126482676,-3.41013126482676,-3.03734497384108,0.115034718190852,-0.438765241453451,4.62294065554724
"WBGene00081062",-3.41013126482676,-3.41013126482676,-0.85798923390521,0.115034718190852,-2.03347980949356,-2.12345809601685
"WBGene00070262",5.53971296997346,-3.41013126482676,1.8656561817099,1.61393922628725,5.19090266008739,3.87806169587053
"WBGene00081061",-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-2.86793696100803,0.864541562161947
"WBGene00070267",1.95106419429238,-3.41013126482676,-2.10313655764257,-3.41013126482676,-2.47476859530584,-3.41013126482676
"WBGene00070270",-3.41013126482676,-3.41013126482676,-3.41013126482676,1.05097724873048,-2.47476859530584,0.904230546290452
"WBGene00070271",-1.34881401464565,-3.41013126482676,-1.54078864738656,-3.41013126482676,-0.617189824848057,-0.998991193419485
"WBGene00070272",-1.29979144642575,0.399834253701066,-0.110661620378127,3.45579650843104,-1.12396629704298,1.13302730652675
"WBGene00070273",4.19348607531,3.88728281160644,4.15411332846778,3.80106693685505,4.07786253822832,3.4655450421886
"WBGene00070275",-1.31627290271897,2.89642514859973,2.30545550324642,-3.41013126482676,0.786401419753879,2.17928711439252
"WBGene00070276",1.13583477585685,3.1162113800159,2.31489564568367,4.74390410499963,3.76449874954008,3.64348610084482
"WBGene00070279",-0.996609037784231,1.34746343190332,3.37440361207106,1.05097724873048,1.48418674782872,1.92008346789393
"WBGene00081064",-1.81576927548796,-3.41013126482676,1.62742346442194,-3.41013126482676,0.750052329542087,0.63218203367022
"WBGene00076780",-1.34881401464565,-3.41013126482676,0.109312101923745,-3.41013126482676,0.32506732329773,0.193616618064517
"WBGene00070284",-2.3030711075792,-3.41013126482676,0.9024232096345,2.01784935916977,-0.206719935562608,0.567734303032216
"WBGene00070286",-0.182551340887415,-3.41013126482676,3.21332213303425,-3.41013126482676,-0.397405695342958,0.942856843872231
"WBGene00071000",2.37753472021853,-3.41013126482676,-3.41013126482676,-3.41013126482676,-1.69602720626506,-2.62787021678121
"WBGene00071004",0.244037682962696,-3.41013126482676,0.986214955661101,-3.41013126482676,-0.17143080966435,-0.159303257936562
"WBGene00074588",-0.671341233569391,-3.41013126482676,-0.457192714405601,-3.41013126482676,-0.856263864441407,-2.43856731439803
"WBGene00071005",-1.13336260748306,-3.41013126482676,-1.17283530271825,-3.41013126482676,-0.801285212575766,-1.86498757910916
"WBGene00071007",1.92035999627176,3.47529919972326,2.9669239671412,1.05097724873048,3.01362390639862,4.04516445648806
"WBGene00081734",-1.81576927548796,-3.41013126482676,-3.41013126482676,2.01784935916977,0.300142880626695,2.86564526196774
"WBGene00071001",-0.338678076420307,-3.41013126482676,-0.246474464287851,-3.41013126482676,-2.16612289212082,-0.461612959256713
"WBGene00059652",-1.68411745470159,-3.41013126482676,-2.4959084915648,0.115034718190852,-1.42273516693976,-0.224578413587853
"WBGene00071003",1.81301982602106,2.89642514859973,-0.687190465423184,2.81077038841025,1.26985688089201,0.600318012649049
"WBGene00081736",3.11384909409353,3.47529919972326,0.791206137894643,3.80106693685505,2.95495126769789,2.73601359124747
"WBGene00071008",1.35065736635009,2.89642514859973,2.22360345041294,2.59159800166574,0.341284679216983,0.688731069464005
"WBGene00071009",2.02103585242411,3.6260815138343,2.82590607027592,3.61913099183404,0.774507173617087,0.899786933465159
"WBGene00072961",-3.41013126482676,-3.41013126482676,-2.10313655764257,1.05097724873048,-0.715423118708092,-1.59480813252016
"WBGene00072960",0.666116575876722,-3.41013126482676,-1.94071043421016,1.05097724873048,-1.59906263751286,-2.35373071637999
"WBGene00071758",2.60050182153858,3.1162113800159,3.22192520817195,2.59159800166574,1.9683985110347,2.64523787090961
"WBGene00082250",1.01510046059932,-3.41013126482676,-2.28619714258,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00082249",-1.45215857870409,-3.41013126482676,-0.450068697131686,-3.41013126482676,-3.41013126482676,-1.75044759621632
"WBGene00082783",1.17745841684314,2.01854382630056,-0.764614861228386,1.47200647651098,1.85111675890299,0.958525155352131
"WBGene00082784",2.98609857942554,-3.41013126482676,-3.41013126482676,-3.41013126482676,-1.10120846134973,-2.96661789433187
"WBGene00082782",-2.20955133758287,-1.32051817747237,-0.260306947150348,0.323219599047049,-0.857385093186524,-0.786091639581838
"WBGene00062577",0.303306885814125,3.76258544921115,3.96464074758084,-3.41013126482676,0.987135643635585,2.75060271648598
"WBGene00062576",5.50089676698914,4.9413994904657,6.06028348003612,4.74390410499963,5.1738531999408,5.08465278372402
"WBGene00083094",3.75214133790452,2.89642514859973,3.61710758000152,1.61393922628725,3.68007694835523,3.58228750697881
"WBGene00062578",6.29915649649814,4.30002564554654,5.87668114004366,5.03248954906667,6.05253202958427,5.97805081368415
"WBGene00083095",1.00869287470029,1.34746343190332,-0.110661620378127,-3.41013126482676,-0.0704646375191231,-0.312831718908952
"WBGene00072365",-1.96065237095875,-3.41013126482676,-0.505796333939734,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00071134",6.56455362382159,3.6260815138343,3.88427142867207,3.80106693685505,5.08179441206301,4.62492162210588
"WBGene00071133",2.11369537763339,2.32054741464866,1.05465846863865,1.61393922628725,1.1069498413158,0.917221226038924
"WBGene00071132",7.81278317518711,-3.41013126482676,0.332279166678755,1.05097724873048,4.96771682757582,2.04370024177716
"WBGene00076474",-0.450339302431121,1.34746343190332,-0.110661620378127,1.05097724873048,-0.617189824848057,-0.141413982073378
"WBGene00084101",-3.41013126482676,-3.41013126482676,-3.41013126482676,1.05097724873048,0.488431430884952,0.465320381760617
"WBGene00084102",-0.0550444239314896,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00072437",1.17970719510731,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00084364",-3.41013126482676,-3.41013126482676,-3.41013126482676,1.26200030127279,-1.63130471246529,3.71374356230873
"WBGene00073207",-3.41013126482676,1.34746343190332,-1.13719278108095,-3.41013126482676,-3.41013126482676,-2.62787021678121
"WBGene00073208",3.79508475611317,5.46611807550129,2.2905651594408,5.07543630689876,3.48099501970351,2.50599878872085
"WBGene00073333",-1.07693111009649,-3.41013126482676,0.944615499368848,1.05097724873048,0.955560098910612,0.908660514458823
"WBGene00068035",0.0241008724145415,-3.41013126482676,1.34191633020751,1.05097724873048,-0.103341120017699,0.63218203367022
"WBGene00073334",-1.11883384799832,-3.41013126482676,1.10203157932392,-3.41013126482676,-0.206719935562608,0.809865172771345
"WBGene00073173",-0.227687171661052,-3.41013126482676,0.483037273216784,-3.41013126482676,-2.16612289212082,-0.037497571628368
"WBGene00085752",4.96287381732545,3.1162113800159,0.5391895941388,3.45579650843104,2.64265608400173,1.72215254877348
"WBGene00074388",5.83908132221929,3.1162113800159,2.67899910068065,1.61393922628725,3.12070770489345,3.30925070956595
"WBGene00070808",8.5827368568342,-3.41013126482676,0.332279166678755,1.45128609532856,5.74626874915223,2.23741342945615
"WBGene00085753",2.05836559162646,-3.41013126482676,-3.41013126482676,-3.41013126482676,-2.47476859530584,-3.41013126482676
"WBGene00074387",7.52606138244143,8.02834919827114,7.38328879037206,8.31528585893558,7.17689154176514,7.21693988417796
"WBGene00071677",1.57092942883092,3.39355466277525,2.08900270863088,3.89995338720637,3.70640055453753,4.11496072782362
"WBGene00074603",-1.09104191374702,-1.459446970014,-2.01963885476924,-3.41013126482676,2.8676491458906,-0.0916398652498628
"WBGene00071418",-3.41013126482676,-3.41013126482676,0.363717468456396,-3.41013126482676,-3.41013126482676,-2.96661789433187
"WBGene00086065",-0.00821907651138196,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00086062",-3.41013126482676,3.30689872122648,0.181658133119105,7.83002944629261,3.11949719359603,3.32882767860431
"WBGene00086061",2.11251878309379,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00075675",1.53759889109085,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00086063",-0.423834034545418,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00074093",-3.41013126482676,1.34746343190332,1.50588031855963,2.01784935916977,2.71364857644888,2.78997837302277
"WBGene00073215",3.32588804181226,2.89642514859973,2.99730918031849,3.6580782998714,2.24797004709477,2.31140963116229
"WBGene00078610",-3.41013126482676,-3.41013126482676,-3.03734497384108,-3.41013126482676,-2.16612289212082,2.27321962038072
"WBGene00074422",2.11667781515243,-3.41013126482676,-3.03734497384108,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00074092",2.22256986209665,0.399834253701066,1.07379478240227,1.05097724873048,1.88704529724661,0.851065500763204
"WBGene00074091",3.0180130453754,-3.41013126482676,0.767895578927258,1.05097724873048,1.33265590302915,1.15512836917675
"WBGene00074089",4.45474098402296,4.30002564554654,3.4068343896698,3.45579650843104,3.38351422062342,4.02532359781693
"WBGene00075051",4.31222303938884,3.6260815138343,3.94268902446718,3.00099571516213,4.36202200971613,3.89128907509055
"WBGene00074348",1.19688929034635,1.91453783243298,1.54754286241601,-3.41013126482676,1.1354107280199,1.49545654365389
"WBGene00062694",1.1088563030324,2.89642514859973,2.35713589596747,2.33305960416112,2.11851443711283,2.15755584325493
"WBGene00062695",2.6574661991026,3.30689872122648,1.84352708790261,2.59159800166574,3.13487326853293,2.62953734422443
"WBGene00073622",-2.75291998425419,-3.41013126482676,1.70311223903056,-3.41013126482676,-0.279998353326555,0.128084805022655
"WBGene00073351",-1.81576927548796,-1.91262114455278,-3.41013126482676,-0.764799304639587,-0.778804685283213,-1.85258630016601
"WBGene00073278",0.603069341805665,3.47529919972326,3.92039812134242,4.23907510380762,-2.16612289212082,-0.859522879517827
"WBGene00076735",0.615901134589545,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00075007",3.74143696451732,3.6260815138343,3.37053985046199,2.59159800166574,4.4947300156033,3.4274626316219
"WBGene00080492",-3.04442121322715,-3.41013126482676,-3.03734497384108,0.115034718190852,-3.41013126482676,1.18765782138202
"WBGene00075555",2.46523422212743,0.399834253701066,3.04171976964685,1.05097724873048,0.804238200929018,-0.732356713869755
"WBGene00080491",2.01057911046737,-3.41013126482676,-2.4959084915648,-3.41013126482676,-2.86793696100803,-3.41013126482676
"WBGene00068916",-3.04442121322715,-3.41013126482676,0.348083951332462,-3.41013126482676,-1.76379023334656,0.164712966591718
"WBGene00075880",1.48960336239747,-3.41013126482676,-3.41013126482676,-3.41013126482676,-2.86793696100803,-3.41013126482676
"WBGene00082161",-0.779427227820409,1.34746343190332,1.93007696589192,2.81077038841025,0.0238952906633447,-0.439585079806675
"WBGene00076696",-3.41013126482676,0.399834253701066,3.84164537238154,2.01784935916977,2.55234767614171,3.40227435379561
"WBGene00082300",4.02091996184918,3.50206969330904,0.404496329226607,3.00099571516213,3.4302089504947,1.2367757986681
"WBGene00082299",-0.837716122302886,6.10707457193756,-2.55347160000164,5.16644138598513,-0.147232174228177,-2.70539550407389
"WBGene00075801",0.365413256920189,1.34746343190332,3.76865680269169,2.81077038841025,2.65420899507788,4.08505354252267
"WBGene00069646",-3.41013126482676,2.63703151724679,1.57466414495648,4.23907510380762,3.19357182698103,3.90602633903491
"WBGene00075480",1.12689788999819,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00083758",-3.41013126482676,-3.41013126482676,-2.4959084915648,-3.41013126482676,-1.91201184114326,-0.323183066754375
"WBGene00084295",-3.41013126482676,-3.41013126482676,-3.41013126482676,3.83445449168192,-0.255402667945529,5.2757193169912
"WBGene00084294",-3.41013126482676,-3.41013126482676,-3.41013126482676,4.00765261262069,1.74651249072117,6.87563073364792
"WBGene00053976",3.345281167804,4.10836444254951,4.57677712011868,3.00099571516213,4.11645900446065,4.08073002374334
"WBGene00053975",4.93929208834305,5.20369756570527,4.30647788864985,4.44959886137524,4.75032528054817,4.8328818975123
"WBGene00053973",3.91933023044984,3.6260815138343,4.52035398725153,3.00099571516213,4.47211812645579,3.06265776393788
"WBGene00053972",4.81682847035933,5.75506637861551,6.16576774110901,5.98608551958169,5.83606477690433,5.29210544266272
"WBGene00053969",4.14524313680174,-3.41013126482676,3.0147427779363,2.81077038841025,3.36260021565067,3.34574228213809
"WBGene00053966",1.40341755814901,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-2.62787021678121
"WBGene00053963",2.36997998161388,3.6260815138343,4.15748074778955,4.89540062601275,3.47543960666118,3.66932366882117
"WBGene00053961",-3.41013126482676,-3.41013126482676,-3.41013126482676,4.31773309969295,0.373660448051154,2.51311820548896
"WBGene00053960",-2.3030711075792,-3.41013126482676,-0.154527189421377,-3.41013126482676,-1.19306026150854,-0.815876787042818
"WBGene00053959",-1.34881401464565,-3.41013126482676,-0.624157378165117,2.33305960416112,3.05890235258759,2.4355142071317
"WBGene00053958",4.53039532088549,-3.41013126482676,0.511386610271713,0.115034718190852,3.48652912244566,2.03180445041133
"WBGene00053957",3.19090716866051,-3.41013126482676,-1.94071043421016,-3.41013126482676,-1.50820671472938,-2.96661789433187
"WBGene00053955",3.1273547905072,-3.41013126482676,-1.66218133106118,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00053953",5.20859471087118,2.89642514859973,4.96413889847411,2.59159800166574,3.50845566000251,4.04566735058311
"WBGene00053951",-2.3030711075792,-3.41013126482676,-3.41013126482676,-3.41013126482676,2.04540808477751,1.84048713823765
"WBGene00077951",-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,1.33265590302915,0.693873460789827
"WBGene00077970",1.29589422304845,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-2.96661789433187
"WBGene00053948",-3.04442121322715,-3.41013126482676,-1.22800658811676,-3.41013126482676,-3.41013126482676,0.864541562161947
"WBGene00053943",6.81669021550005,3.88728281160644,4.60828943434358,4.68965110917533,5.5198670803507,4.32205852729035
"WBGene00053941",3.32197793665571,-3.41013126482676,3.34516997623039,2.59159800166574,3.41867619001674,3.12557300710502
"WBGene00053937",1.46144298504196,2.89642514859973,3.39926894476617,2.01784935916977,2.37871345523013,2.50599878872085
"WBGene00053935",2.19863027656448,-3.41013126482676,-0.719770770493405,-3.41013126482676,-1.63130471246529,-0.439585079806675
"WBGene00053934",2.0770456253138,-3.41013126482676,-1.86587704283516,-3.41013126482676,-2.47476859530584,-0.282810083810966
"WBGene00053929",1.51722457657861,-3.41013126482676,1.05465846863865,-3.41013126482676,0.349568466345997,0.235707118107375
"WBGene00078011",1.26364163862422,-0.500803965622286,-0.176970483494134,-3.41013126482676,-3.41013126482676,-2.12345809601685
"WBGene00053926",-0.0149291114717814,5.68807183967898,1.65309680413609,11.8011644256352,7.13932374037391,5.52580161086993
"WBGene00077984",-2.75291998425419,4.46918494676777,2.89073760723354,4.31271630180033,5.60373844728193,5.1542002565532
"WBGene00053925",5.98175429158621,2.32054741464866,4.60992906278428,4.57461206906659,4.38590862587796,4.66974888308118
"WBGene00077953",-3.41013126482676,-3.41013126482676,-0.624157378165117,-3.41013126482676,-2.16612289212082,-3.41013126482676
"WBGene00053922",-1.34881401464565,-3.41013126482676,2.61185263358095,2.59159800166574,-1.34204535571655,0.600318012649049
"WBGene00053920",-2.75291998425419,-3.41013126482676,-3.41013126482676,2.01784935916977,-0.438765241453451,5.43613574939621
"WBGene00053918",6.76542470831878,4.46918494676777,5.21205462977587,3.00099571516213,3.34137856591418,3.08585472630036
"WBGene00053914",2.8215415242139,2.89642514859973,4.36201943402113,3.99249448154079,1.70913105031679,1.45148379348574
"WBGene00053912",7.37601596998735,4.46918494676777,5.76116939050553,4.16147180178226,5.79873814252881,5.26123513815546
"WBGene00053903",-3.04442121322715,-3.41013126482676,-0.505796333939734,-3.41013126482676,-1.50820671472938,0.465320381760617
"WBGene00053899",1.75619826181759,4.69070178422743,4.38900840769229,3.99249448154079,3.2270167171284,4.02180968765217
"WBGene00077996",2.46168456154211,-3.41013126482676,-1.66218133106118,-3.41013126482676,-2.86793696100803,-1.75044759621632
"WBGene00053897",4.14855858097466,5.54395899248734,4.66774792071174,4.98822500522524,5.16006705899344,5.2644156042562
"WBGene00053896",3.52949027372469,4.10836444254951,5.20772997370207,2.59159800166574,4.73180495749967,5.26568583008759
"WBGene00053895",1.09058623719727,-3.41013126482676,2.41582915078275,2.01784935916977,4.34688951330642,4.97865391471019
"WBGene00053889",-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,0.222676861273892,-1.59480813252016
"WBGene00053888",-3.41013126482676,-3.41013126482676,-1.66218133106118,1.05097724873048,-1.05803071443318,4.33421726628158
"WBGene00053886",4.75291698833785,1.34746343190332,-1.13719278108095,5.89311884631842,-2.86793696100803,1.16605321895397
"WBGene00077972",-3.41013126482676,-3.41013126482676,-3.41013126482676,2.59159800166574,-1.50820671472938,3.6025345734807
"WBGene00077957",-2.12172650594376,-3.41013126482676,-3.41013126482676,-3.41013126482676,-0.715423118708092,4.71136187190984
"WBGene00053882",-2.3030711075792,-3.41013126482676,1.61441341155157,1.05097724873048,0.553152430198835,1.63566875827575
"WBGene00053876",1.03434539983935,-3.41013126482676,1.08326858735016,-3.41013126482676,1.07791617152045,1.21946995351709
"WBGene00053873",1.31175409714655,1.34746343190332,2.23214561447217,1.05097724873048,0.821857147263354,1.90711865155597
"WBGene00053872",1.1088563030324,3.88728281160644,5.4342324305902,4.89540062601275,3.17997371668532,3.77300524796832
"WBGene00053868",-1.25238006015718,3.30689872122648,1.49172108021627,3.31952932556237,-0.525220967935579,-1.32633629929674
"WBGene00053866",-3.2157191116835,-3.41013126482676,-3.41013126482676,1.05097724873048,-0.715423118708092,3.76584151821974
"WBGene00053864",-2.3030711075792,1.34746343190332,-0.563763379778822,2.59159800166574,7.36902565599576,2.09032614596384
"WBGene00053863",-2.3030711075792,-3.41013126482676,-2.74137459709103,2.01784935916977,9.06520321352569,3.48093846446433
"WBGene00077958",0.64122732337731,-3.41013126482676,-2.74137459709103,-3.41013126482676,-2.47476859530584,-3.41013126482676
"WBGene00053860",1.8783773482302,-3.41013126482676,-3.41013126482676,-3.41013126482676,-2.47476859530584,-3.41013126482676
"WBGene00053855",-2.51053261333964,-3.41013126482676,-2.74137459709103,2.59159800166574,1.63133059183185,5.94407743849419
"WBGene00053853",5.37822954665207,5.54395899248734,5.25250493604632,4.51345913098307,1.46188535410753,1.04107325084486
"WBGene00077971",1.60993550388241,-3.41013126482676,-3.03734497384108,-3.41013126482676,-2.47476859530584,-3.41013126482676
"WBGene00053852",0.666116575876722,-3.41013126482676,1.38851326787707,-3.41013126482676,0.373660448051154,3.85967373089686
"WBGene00053850",5.60270960133672,4.96988203503704,7.14375404565133,4.98822500522524,6.49455406940347,5.66033560168024
"WBGene00053848",3.19945735856272,2.89642514859973,4.63269032270017,4.16147180178226,4.46932594999473,4.43249667564041
"WBGene00053846",3.28228272471001,-3.41013126482676,1.02546948312625,3.31952932556237,3.31673674107188,2.32287727467237
"WBGene00053844",-2.75291998425419,2.32054741464866,0.163908889552799,-3.41013126482676,-1.91201184114326,-2.12345809601685
"WBGene00077949",-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,0.963793817692358
"WBGene00053840",-2.51053261333964,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.11371165051489,1.93931482211848
"WBGene00078010",-2.75291998425419,-3.41013126482676,-0.687190465423184,-3.41013126482676,-1.91201184114326,1.85851369837742
"WBGene00053839",-1.81576927548796,-3.41013126482676,0.645334464050451,1.05097724873048,-1.50820671472938,2.91505103514953
"WBGene00053838",-3.41013126482676,3.88728281160644,1.66576415669366,2.81077038841025,0.923277982822786,0.864541562161947
"WBGene00053831",0.537140469749501,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00053830",-0.358119673407008,-3.41013126482676,-1.38950223372349,-3.41013126482676,-1.98856420215586,-2.84581841400829
"WBGene00062279",0.0290980869836221,-3.41013126482676,-1.81712079622506,-3.41013126482676,-2.64632534711824,-2.78732448221706
"WBGene00053827",0.534980180957076,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00053826",0.509901534463735,0.399834253701066,0.40237856878901,-3.41013126482676,-0.604897081575772,-0.495642841006033
"WBGene00053828",0.208898064296599,0.399834253701066,1.26574691998594,1.05097724873048,-1.8217023420106,0.0358048748869205
"WBGene00053825",1.06592292020103,-3.41013126482676,-2.28619714258,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00053821",4.94311560211697,1.34746343190332,3.5227783336521,2.01784935916977,4.0985010497918,3.4677541839868
"WBGene00077973",1.01510046059932,-3.41013126482676,1.15689939789796,-3.41013126482676,-0.438765241453451,0.316374147058435
"WBGene00053820",-3.41013126482676,1.34746343190332,-0.822173476315744,-3.41013126482676,-1.91201184114326,-1.45433619908191
"WBGene00053817",-3.41013126482676,-3.41013126482676,0.0525676323750197,-3.41013126482676,-1.91201184114326,-1.45433619908191
"WBGene00053813",-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-1.91201184114326,1.4335124253185
"WBGene00053812",-0.996609037784231,1.34746343190332,1.02546948312625,-3.41013126482676,-1.69602720626506,0.0117821886343161
"WBGene00053809",7.47397201231835,3.88728281160644,4.3966277079625,2.59159800166574,5.13385750574495,3.8393431731525
"WBGene00053807",0.784502570509943,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676,-3.41013126482676
"WBGene00053806",-0.242897341342932,-3.41013126482676,-0.894716823652266,-3.41013126482676,-2.16612289212082,-2.12345809601685
"WBGene00053805",-1.68411745470159,-3.41013126482676,-0.154527189421377,-3.41013126482676,-2.47476859530584,-0.653408305266882
"WBGene00053804",0.395491787555281,2.89642514859973,2.8273162382628,2.01784935916977,0.731528479611818,1.13302730652675
"WBGene00053802",7.15206957643849,4.62057518730051,5.37423515104383,2.59159800166574,5.78420702838152,4.90638721910675
"WBGene00053799",0.38053090865987,2.89642514859973,3.18059582546315,-3.41013126482676,0.0540252308639279,1.66676974804935
"WBGene00053798",-1.25238006015718,-3.41013126482676,-0.344683135077186,3.00099571516213,-1.91201184114326,-0.578556946805242
"WBGene00053795",6.11962580412628,4.10836444254951,4.54198681743861,3.5802962964881,5.51242660103426,4.15526764846471
"WBGene00053793",3.30623067170591,4.75757709222803,4.20598730511318,4.98822500522524,5.74434135006146,5.41568419307697
"WBGene00053791",6.19905124105628,4.30002564554654,5.37423515104383,4.44959886137524,5.93652553531524,5.91913382755726
"WBGene00053787",-1.96065237095875,-3.41013126482676,1.30999400919827,-3.41013126482676,0.32506732329773,0.693873460789827
"WBGene00053784",-2.3030711075792,-3.41013126482676,-0.0680905345591002,-3.41013126482676,-2.47476859530584,-2.12345809601685
"WBGene00053783",0.738307266795764,4.99781312974032,5.85091364537457,4.16147180178226,4.73180495749967,4.19714433671655
"WBGene00053780",3.62461878881319,3.6260815138343,5.91763728233873,3.00099571516213,2.91035555379989,3.40458245617629
"WBGene00053779",5.39414557866093,4.30002564554654,5.57056674475881,3.5802962964881,4.54022198185903,5.02364511194604
"WBGene00053776",6.37565433941059,6.20185509336005,6.39606971100327,6.37789307302736,6.59787520984765,6.37931115452329
"WBGene00053770",3.55636526181909,3.30689872122648,-2.28619714258,4.44959886137524,-1.05803071443318,-0.374816798115391
"WBGene00053767",6.83755314469887,4.30002564554654,5.65637475168238,4.79619062658642,5.77745067534623,5.73376728781106
"WBGene00053766",6.1764916010504,4.10836444254951,4.39567749313814,4.44959886137524,4.39181899226168,4.3196144343877
"WBGene00077930",5.62905777789796,4.46918494676777,4.47248969939871,1.05097724873048,3.7392233056455,3.03908171614651
"WBGene00053765",6.8296572881622,7.90839450745167,5.85575864429945,7.34233140092255,5.86662599281571,5.24458273425551
"WBGene00053763",-3.04442121322715,-3.41013126482676,-3.41013126482676,-3.41013126482676,0.131236295155196,-0.302554113275896
"WBGene00053761",-2.3030711075792,3.30689872122648,4.6638067381933,5.44649002503466,5.60755277513537,6.23956322625413
"WBGene00053757",0.099129186377449,2.32054741464866,3.34910218989801,2.59159800166574,4.23298135771275,4.22091344003667
"WBGene00053756",-0.779427227820409,3.30689872122648,3.75390191849319,2.59159800166574,2.79019886551687,3.94777404356693
"WBGene00053755",8.50047169989108,5.6178141229402,6.10078568011014,5.94035089518098,7.74763590899845,6.13502188106786
"WBGene00053751",1.19688929034635,5.15491494558987,5.86917025698021,6.41180245398149,6.35706373464158,6.72973289236696
"WBGene00053743",1.03434539983935,-3.41013126482676,0.300140490783764,-3.41013126482676,-2.47476859530584,-0.507398300356675
"WBGene00053742",1.01510046059932,2.32054741464866,3.91377588697329,1.05097724873048,2.44842686866896,3.32395828503484
"WBGene00053739",-1.81576927548796,2.32054741464866,3.07296464248491,2.59159800166574,2.95095359740853,4.45938922167897
"WBGene00053737",-2.3030711075792,-3.41013126482676,-3.41013126482676,3.99249448154079,1.61120677575424,6.62227871900067
"WBGene00077989",-2.75291998425419,-3.41013126482676,-3.41013126482676,1.05097724873048,-1.50820671472938,2.90204071086951
"WBGene00053736",4.63337592766681,2.32054741464866,3.04899041853071,1.05097724873048,3.59809546477899,3.48093846446433
"WBGene00053734",7.62521581570573,5.88038783720248,6.36582132570417,5.79374627676785,6.58374483125158,6.49646738249691
"WBGene00053732",7.21403820324179,5.46611807550129,5.03785796574828,4.44959886137524,2.85152777357012,2.24258333035561
"WBGene00053727",3.11610884182066,3.30689872122648,4.32456477877429,3.00099571516213,3.4302089504947,3.108684601394
