"","EE-a","EE-b","L2-a","L2-b","L4-a","L4-b","YA-a","YA-b"
"WBGene00026516",6.75334191300866,6.83825293148579,6.35474261073703,7.57010305767691,7.25254229823983,7.47663166443911,7.29570272421358,7.42845785551868
"WBGene00026517",2.29298324010655,2.10361411316612,2.65430289259594,0.9420141837605,-1.34364745790458,2.29669016559936,2.92223042191837,2.75660066030398
"WBGene00026518",-0.0884458665294702,-0.0840128900096471,-0.515622108846376,2.62400113887652,0.978280636982787,3.62891992415403,1.91905617412323,2.07272313351014
"WBGene00026520",-0.391514934165517,-0.635028058807465,1.80630598604099,1.25639546959451,-1.34364745790458,0.776062306630328,-0.481227558465586,-0.811083848985342
"WBGene00026521",-6.65830147486042,-6.06129281350956,-0.515622108846376,-5.90347586718388,-1.34364745790458,-5.96540467977082,5.0372197478758,5.29744060779283
"WBGene00026522",0.284213030478822,0.477865997598468,-0.515622108846376,-1.65554835374029,4.01390454671351,2.18941342928128,4.27614306830553,4.5228168875681
"WBGene00026523",2.610825204289,2.41038240088248,1.80630598604099,1.70385444656574,7.34635051351487,6.25103805938967,7.13159808883092,6.9191032125498
"WBGene00026524",3.40374466286007,3.14572150666797,-0.515622108846376,2.68523876839839,1.82627754353774,3.06526245647612,2.48052497217745,2.77959230293021
"WBGene00026525",7.45291571968934,7.42189315842715,3.87669531393238,4.36448121721896,4.84617710097544,4.0583496735286,6.37646417449743,6.50611338894261
"WBGene00026526",4.39901340292228,4.51707987785124,-0.515622108846376,2.73676906903847,2.74381538334576,5.12272101241739,5.43957534399819,5.96087716653707
"WBGene00026527",5.78593696321769,5.81637476055832,1.80630598604099,2.97610738242891,2.35679226023652,2.75910917334913,4.68962911562188,4.64365607432723
"WBGene00026531",-6.65830147486042,-3.7393647186222,-0.515622108846376,-5.90347586718388,-1.34364745790458,-1.87794183852048,1.45882990107813,2.19747816451808
"WBGene00026532",4.88134203137762,4.69942713395606,3.18481760929472,2.07951770751043,2.35679226023652,0.374445323113805,-0.86309819380923,-0.559545081989378
"WBGene00026534",-2.26598405208166,-1.6689753907308,-0.515622108846376,-0.694022501554926,-1.34364745790458,-1.32154848999609,-4.32252981244653,-2.88147317687674
"WBGene00026535",-3.19886985622312,-3.7393647186222,-0.515622108846376,-5.90347586718388,0.978280636982787,1.00037960489127,1.34989552952497,1.45481021098769
"WBGene00026537",5.389163298458,5.43606007996749,-0.515622108846376,1.25639546959451,0.978280636982787,1.82249787962061,5.51719887834527,5.35406242983372
"WBGene00026538",3.87210486223865,3.87387223609413,1.80630598604099,3.66827677631967,2.35679226023652,3.69459121265916,3.78425120600359,3.82726586448284
"WBGene00026539",7.81140392944043,7.91500279328603,5.96011132212002,5.35920627517829,5.66757979751868,5.34008711233986,5.90909139461989,6.22548228024609
"WBGene00026541",6.05658795937113,6.29488401700679,3.57184073240396,4.42407677689736,3.04866996487418,3.92789685108974,5.08048221112847,5.42504426837308
"WBGene00026542",7.78081515542365,7.68993740016858,8.05802507864695,7.5305007072321,8.3446028512286,7.16403934326113,7.68414690286246,7.41015800602416
"WBGene00026543",6.30115717155225,6.3058488810428,4.52877201051208,5.14569200518829,4.48924255626017,4.11274612796383,5.28664892569545,5.38624987475068
"WBGene00026544",7.86691343871352,7.89172136983556,6.25256221593055,5.60084658110802,5.06574347823313,4.3349478805574,3.21921215967551,3.09580674662318
"WBGene00026545",0.260561762414176,0.508562794821384,-0.515622108846376,-0.545923862565792,-1.34364745790458,-0.473551583441145,-3.58556421828032,-1.50296155362301
"WBGene00026546",-2.57083863361008,-1.97382997225922,-0.515622108846376,-1.14858836502041,-1.34364745790458,-0.680002460908571,-1.26363612339296,-1.50296155362301
"WBGene00026547",-0.549777018082249,-0.446582969394355,-0.515622108846376,-1.51115844440512,5.47653150451061,4.03318574997451,6.26587251768135,6.31180575864465
"WBGene00026548",-0.119142663752387,-0.228402799344822,-0.515622108846376,2.40486316295553,0.978280636982787,3.04861579054412,1.9566938314866,2.32798018875221
"WBGene00026549",1.76376329131239,1.80289333114472,-0.515622108846376,3.46503059432382,0.978280636982787,2.45666008640199,-1.15260481100422,-0.249204961377227
"WBGene00026551",8.05062073645303,8.70611577143854,8.07309252673589,7.58950389460008,7.85847636592589,6.80298643853343,7.4701249348031,8.11500031185649
"WBGene00026552",2.66137064608658,1.25159014177479,-0.515622108846376,1.7185759522725,0.978280636982787,2.93244077623469,1.96902463339732,1.36645433656685
"WBGene00026553",-2.01444528508569,-2.89136781206725,-0.515622108846376,-3.58154777229651,-1.34364745790458,-0.350694835655611,-0.126132599643024,-2.03347627032179
"WBGene00026554",-3.85094655280281,-4.47633031278841,1.80630598604099,-2.44404424854658,2.56324313770394,-3.64347658488346,-3.58556421828032,-5.2034012717641
"WBGene00026556",6.76468308416528,6.79882421343022,4.84192989577171,5.54309054188219,5.93247694736966,5.44875199950332,7.12369194897316,7.19827825421835
"WBGene00026557",3.09825484766367,3.30721364799813,-0.515622108846376,-2.73355086574156,0.978280636982787,0.573754131337212,3.46971821722087,4.13422063022841
"WBGene00026558",2.26947648722192,2.394034406795,-0.515622108846376,4.0521740403445,-1.34364745790458,5.11873933084432,3.78075799596549,3.92845568884469
"WBGene00026559",2.59199694304591,2.79979409248583,-0.515622108846376,1.49740356909831,1.82627754353774,4.39982416948073,2.68122232241458,2.50395786031678
"WBGene00026560",5.79728261271819,5.19196376627159,5.75116443184853,4.43079741812331,7.18382954815582,6.73828264619673,9.02088726356135,8.78962554887173
"WBGene00026561",5.42151661035194,5.48993479008872,2.65430289259594,4.80819110638047,2.35679226023652,4.75654893303057,5.65618064665983,5.75152202026622
"WBGene00026562",8.3837425950439,8.18863540731463,11.5695183528554,9.41933251026231,13.066737640469,9.30207698578764,9.85143354447898,9.83898486151656
"WBGene00026563",3.1409801466615,3.21715664471092,4.69383125678257,5.489378172689,3.30020873187015,5.18878052949448,4.25867076947843,4.24986936224652
"WBGene00026564",2.62478687816358,3.49904002070288,5.59290234793179,0.162613323273897,5.62213682675751,-0.607852675152735,4.40425600183728,3.0302184049956
"WBGene00026565",3.15708182095312,2.03146432741029,2.65430289259594,-1.65554835374029,2.74381538334576,-1.32154848999609,4.53233857081371,1.51084424590202
"WBGene00026566",3.11483773185927,2.99127523729459,1.80630598604099,-0.175555412620676,-1.34364745790458,-0.132514665606078,4.0626135774445,2.2642042783189
"WBGene00026567",4.18011460093692,4.4846369555759,-0.515622108846376,2.33969811628908,4.38427299665862,3.97270464644842,6.11036001873828,6.07097688148226
"WBGene00026568",5.54474058070204,5.69734682351501,2.65430289259594,4.52383697695109,2.35679226023652,4.19572720321349,4.41330823571395,4.39836951664361
"WBGene00026569",-4.33637337997306,-6.06129281350956,-0.515622108846376,-5.90347586718388,1.82627754353774,0.953458557503775,5.74041576111412,5.82381361339573
"WBGene00026570",6.87441970509283,6.5895345606292,4.52877201051208,5.33552589058171,5.52671726167883,5.61438264975617,6.82149105682037,6.61797412060844
"WBGene00026571",6.95859192053607,7.0825686683583,5.21229834571682,7.35081463793318,5.59886704743466,6.9330077619134,6.62608076822212,6.84746769152663
"WBGene00026572",4.77580545374954,4.68941417271538,4.84192989577171,2.97610738242891,4.1482056384251,3.5324471571803,4.6614138413344,4.43865042116387
"WBGene00026573",5.67177507993704,5.52882636059761,3.57184073240396,4.82869155847951,4.92313908279033,4.65573143350382,5.49924416952404,5.56395558236158
"WBGene00026574",3.63746745956009,3.48367161927967,3.18481760929472,3.95294966144166,2.74381538334576,3.75055731048433,4.32492861400839,3.98889154270666
"WBGene00026575",7.08263873056548,7.11877173095742,4.52877201051208,6.43665240651671,3.70074666145388,6.21730003074815,4.19448335778155,4.2621651330453
"WBGene00026576",1.02117862464503,1.25159014177479,3.18481760929472,4.38308189442408,4.76487699887359,5.84476525789384,5.63312009508185,5.65224589426316
"WBGene00026577",3.70254560931925,3.86500318127155,2.65430289259594,0.325342823312005,4.01390454671351,2.55423157307239,9.30283657817952,8.86797728869318
"WBGene00026578",5.54840767449823,5.8194386216321,3.18481760929472,5.54721990438904,4.27106238621063,5.39379580536281,5.85031435902954,5.84848738414128
"WBGene00026579",7.65960570857487,7.52214259057985,8.94585733843978,7.67218155101009,10.6028933459885,7.94664258922372,8.38360642231623,8.49171824791112
"WBGene00026580",10.2216287188018,10.241506733949,9.36242880388216,9.03339207501422,9.27931948688594,8.32064764576749,9.33512358935719,9.1473307698589
"WBGene00026581",5.71918021332254,5.7488771241551,3.18481760929472,4.61910566407095,1.82627754353774,4.46190816436414,5.10861952505283,5.27940668496257
"WBGene00026582",2.80726492994898,2.74927882123158,1.80630598604099,3.40713691447565,2.35679226023652,4.19067839651786,4.04233439759143,4.23746789584677
"WBGene00026583",4.96877636565698,5.02683287867864,-0.515622108846376,3.46503059432382,1.82627754353774,3.59110137490111,2.50613561585649,2.80222327742978
"WBGene00026584",6.92136802111884,6.19285003334618,8.08800423613982,7.1731727416104,9.38342210011913,7.46020463216825,8.16187353516978,6.98054419999314
"WBGene00026585",5.07513760803902,4.97006378274615,3.18481760929472,4.13955141641067,3.86580590772437,4.48683656066,5.65427295046002,5.65535682817132
"WBGene00026586",-3.48837647341811,-2.89136781206725,1.80630598604099,-2.20303614904278,-1.34364745790458,0.573754131337212,2.48052497217745,2.50395786031678
"WBGene00026587",6.09595972165358,5.92561581118813,4.12823408092835,5.96881424310422,5.25626538428255,6.06491760287322,3.80159149938266,3.69444418424141
"WBGene00026588",2.39969024789876,2.48173900674567,-0.515622108846376,3.18663655248041,3.86580590772437,4.39544240440885,2.40992030059719,2.91034089428509
"WBGene00026589",7.8269618121089,7.83532340856731,5.31726790531837,6.21124252200455,6.58116504570121,6.55152644222788,7.26352806934425,7.34566138680633
"WBGene00026590",2.47355548574837,2.09352529554254,1.80630598604099,4.73767273022736,3.514333537223,5.09191019801188,3.3522509505231,3.57467585777126
"WBGene00026592",-0.681021551360502,-0.569439717179889,-0.515622108846376,-2.73355086574156,-1.34364745790458,2.11674436158305,4.16262863130914,4.58613237320626
"WBGene00026593",6.48619745097711,6.40197610247173,4.9762309874833,5.23799268820921,4.84617710097544,4.90418916346996,4.91348437945356,5.30141771586874
"WBGene00026594",2.47868963721981,2.5274218220727,-0.515622108846376,-0.411622770854201,-1.34364745790458,-1.71747716632723,-0.292782469052475,-1.50296155362301
"WBGene00026595",6.31808364302817,6.28549790824114,4.52877201051208,6.00454139387893,4.80609966160011,5.1541849409703,3.60623528278475,3.71247810707167
"WBGene00026596",5.4168433692059,5.37281411510039,3.87669531393238,5.46339271898322,3.86580590772437,5.53294592815878,5.72140883886051,5.72066891382124
"WBGene00026597",5.19851307764259,5.49664947327788,2.65430289259594,5.7453310825419,4.27106238621063,5.54387548831704,5.34576426661347,5.8727462562584
"WBGene00026598",6.32308742125679,6.25753240689014,5.09908773526883,6.42604020002266,6.30740423327435,6.69169042511757,6.60351903971456,6.68876203809786
"WBGene00026599",-6.65830147486042,-6.06129281350956,-0.515622108846376,-5.90347586718388,0.978280636982787,1.17414667262797,3.72368474253629,3.84372264034992
"WBGene00026600",6.81375468264194,6.99754451916825,3.57184073240396,4.69736624720343,3.04866996487418,3.6694063704009,5.44510291796662,5.37308307503275
"WBGene00026601",7.79013751614857,8.06581486076743,7.0768349284217,8.03122859593285,8.48448902628953,8.09503794754581,8.18551252198248,8.62304790765956
"WBGene00026602",6.58858754141393,6.51211769199801,6.53966032665481,6.42772100996915,6.02267475634124,6.4191092816278,6.87037940666549,6.82000657137612
"WBGene00026603",4.27317475902637,4.07953695726344,4.12823408092835,3.95294966144166,2.56324313770394,3.34065700965752,1.56011323691531,0.727336065798784
"WBGene00026604",7.92331104503663,7.81167057691917,4.9762309874833,5.28943335192814,4.84617710097544,4.09933808497944,6.41076803054473,6.43819894407025
"WBGene00026605",5.21090677569041,5.07377513226825,-0.515622108846376,4.37381153294648,4.01390454671351,5.35370289605416,5.13621855017947,5.24471503364536
"WBGene00026606",3.07810045645787,3.16511937927922,-0.515622108846376,-0.477211112481777,3.514333537223,3.5042371374687,6.8875326707937,6.60193955665228
"WBGene00026607",5.2132187874687,5.30557577265753,4.84192989577171,3.33253832471621,5.03139197344235,3.41613827141377,5.74580063221513,5.57713849570786
"WBGene00026608",6.96774973937384,6.84803777949727,4.52877201051208,5.46557613981751,4.48924255626017,5.32057542615739,7.10809696722971,6.82346793349929
"WBGene00026609",5.77293493721064,5.61950622106342,1.80630598604099,5.16731594223919,3.70074666145388,5.69236035549454,4.5219144283463,4.44225716064461
"WBGene00026610",5.38164568530868,5.08908915530828,-0.515622108846376,4.29742273785457,2.74381538334576,4.87930108464112,5.03868292755588,4.99012408873711
"WBGene00026611",5.78023050290116,6.02981194486694,4.00793984721064,4.85890617152652,3.70074666145388,3.91876583933762,5.00315041730194,5.02661916394153
"WBGene00026612",-2.95786175671933,-1.97382997225922,-0.515622108846376,-2.73355086574156,-1.34364745790458,1.71407541973463,4.68776516828135,5.00483308657569
"WBGene00026613",4.40036677548015,4.31048383082836,3.57184073240396,4.64052258295067,3.514333537223,5.6770983490097,5.18063337902052,5.12415137231714
"WBGene00026614",1.1682470124305,0.857570423765031,-0.515622108846376,-0.618073648321627,1.82627754353774,2.22935217465143,2.36397071473669,2.8355177175282
"WBGene00026617",4.68876618230545,4.96176843622577,3.18481760929472,5.50856464736778,3.514333537223,5.05765656996452,3.30439598137832,3.15854250197114
"WBGene00026618",6.69001173424315,6.87368801914427,5.89376882729133,5.71811817183366,5.52671726167883,4.7531281962984,6.06584630763268,6.19480798970275
"WBGene00026619",6.91948137429057,7.05521360423851,5.21229834571682,5.47210664530663,5.19551135320346,5.29845133982526,5.48964749306792,5.42139418409614
"WBGene00026620",4.44695230484047,4.26176194683208,3.57184073240396,5.07165558973746,4.27106238621063,5.54980235063793,5.75027272209768,5.63658979877578
"WBGene00026621",6.74963011631403,6.77456022293493,5.92732138700235,6.65422714685389,5.06574347823313,5.55177257291872,5.86523463607217,5.80992140166135
"WBGene00026622",2.60614112536618,2.6426107599351,-0.515622108846376,2.62400113887652,-1.34364745790458,1.3655121983438,0.501898622970018,0.411308572351106
"WBGene00026623",4.76743894945579,5.05570086403742,1.80630598604099,5.58687363855541,0.978280636982787,4.93017060260987,4.26117980496455,4.72585713687287
"WBGene00026624",-0.592212284402646,-0.569439717179889,-0.515622108846376,-0.694022501554926,0.978280636982787,0.443986256366882,-1.04951131804011,-0.34542027663653
"WBGene00026625",0.330383211911748,0.128531745370454,-0.515622108846376,1.54773524464845,-1.34364745790458,2.16902164045011,1.25237902361071,0.629488742400639
"WBGene00026626",-1.04359163074521,-2.36085309536847,-0.515622108846376,-4.31851336646272,-1.34364745790458,-0.473551583441145,0.359294227527218,0.00605209386484763
"WBGene00026627",6.34152240415531,6.32914487605097,3.87669531393238,5.17267166083863,4.7224417325532,4.5824538262876,5.72049747114802,5.45570269170956
"WBGene00026628",3.047330912501,3.29405828291525,1.80630598604099,1.91030532403316,3.86580590772437,3.45033708851927,5.03428892911085,5.06455581263874
"WBGene00026629",7.06866168580044,7.04608774953634,3.57184073240396,4.07237210082291,2.90428005553901,0.66395194030879,2.56418290122436,2.69746553621665
"WBGene00026631",-3.48837647341811,-2.36085309536847,-0.515622108846376,-5.90347586718388,-1.34364745790458,2.18941342928128,3.97667820594075,5.21128396404311
"WBGene00026632",-2.95786175671933,-3.7393647186222,-0.515622108846376,-5.90347586718388,2.74381538334576,0.748840837895303,4.9986466830277,4.91164237839761
"WBGene00026633",4.70638038100414,4.43954906604737,1.80630598604099,2.68523876839839,3.04866996487418,2.70348030449543,2.08686112369117,2.16292094248171
"WBGene00026634",1.86917553119998,1.99940311817799,-0.515622108846376,3.41167369507242,-1.34364745790458,3.35877586684792,-1.82002947191734,-2.88147317687674
"WBGene00026635",-6.65830147486042,-4.47633031278841,-0.515622108846376,-5.90347586718388,-1.34364745790458,-1.10742368464325,1.21144875955582,2.70948806446586
"WBGene00026636",-6.65830147486042,-6.06129281350956,-0.515622108846376,-5.90347586718388,-1.34364745790458,2.79281853495591,4.90709015273859,5.21128396404311
"WBGene00026637",0.672615403254199,1.05764825921394,-0.515622108846376,2.18928127373598,2.35679226023652,4.36886860553637,3.66804693366685,3.93870578553845
"WBGene00026638",3.23196280216069,3.45243478244287,3.18481760929472,3.67584007039614,3.86580590772437,5.33093800492207,3.64901374150424,3.90250723680706
"WBGene00026639",0.541370869975946,0.313746617837361,1.80630598604099,4.04926538000261,1.82627754353774,2.71055235317093,0.467547118179241,1.56478305301282
"WBGene00026640",6.38455486317544,6.40401849536762,5.59290234793179,5.74622939828754,5.75438462505595,5.45508193305496,6.85093912773258,6.7210401205751
"WBGene00026641",4.73883833137519,4.79279636636101,6.25256221593055,6.04306493670923,5.96923549737978,6.03986897679312,6.69218811741348,6.43548711048816
"WBGene00026643",-2.57083863361008,-2.36085309536847,-0.515622108846376,-0.859081747825422,-1.34364745790458,0.573754131337212,-0.235066971196188,0.679241777597739
"WBGene00026644",-0.549777018082249,-0.635028058807465,-0.515622108846376,-0.859081747825422,-1.34364745790458,0.692806802980976,3.78425120600359,4.20810971624797
"WBGene00026645",6.64818748986821,6.56190282194337,-0.515622108846376,-0.122116153659216,-1.34364745790458,-5.96540467977082,-3.58556421828032,-5.2034012717641
"WBGene00026646",4.55297847262159,4.4923364804068,-0.515622108846376,3.69829492122383,2.74381538334576,4.18814735193729,5.00913360904355,5.15305069845765
"WBGene00026647",6.7035052582629,6.65101922827071,4.69383125678257,6.70639541999495,-1.34364745790458,5.50067178162543,4.71547463162283,4.7435050026923
"WBGene00026648",7.97543168824451,8.40764936102034,2.65430289259594,4.14501100680846,0.978280636982787,3.5042371374687,1.74355937801124,2.18030302070995
"WBGene00026649",6.76442034604019,6.91330102647211,5.67420245003364,5.1265014794057,6.9278155699998,4.68654393095263,6.74288632223002,7.01546463830557
"WBGene00026650",7.16058023444772,7.2085643811453,4.52877201051208,4.63277134850425,4.92313908279033,4.11274612796383,5.85530494933055,6.08488807041687
"WBGene00026651",3.88182656372168,3.88561346094683,1.80630598604099,4.41957889315777,2.74381538334576,5.20264058845327,5.26680923129995,5.54897937478879
"WBGene00026652",5.9409140201573,5.54279704795962,4.9762309874833,6.32744522095402,6.15619842917863,6.30401424997028,5.81829995832647,5.71769581634269
"WBGene00026653",7.75499588682255,7.77938677691973,7.16385799065907,7.34341314909047,8.58264853687654,7.48025685356232,7.94786285858483,8.00498551882696
"WBGene00026655",0.109882849916508,0.278557189375061,-0.515622108846376,2.37729490294673,3.04866996487418,3.36327024755713,4.04233439759143,4.09809492321845
"WBGene00026656",2.8355539743804,2.42654722031349,-0.515622108846376,2.49312891399798,1.82627754353774,3.06526245647612,2.42789804152624,2.23122695587262
"WBGene00026657",8.43127314286977,8.41158837582135,5.89376882729133,6.29343357535726,6.49555633019237,5.90688543051727,8.04824839557172,7.92120473519509
"WBGene00026658",2.62014798336006,2.58616561294536,3.87669531393238,6.13647129298522,3.30020873187015,5.38939566457978,4.89905730881828,4.99994673121566
"WBGene00026659",8.01052812232296,8.14136671651946,7.16385799065907,7.14279553941525,6.81117065114753,5.95606438076059,6.87938988049701,6.48353689990629
"WBGene00026660",2.07301755616465,1.94433173568431,-0.515622108846376,0.286348691696142,-1.34364745790458,2.62330995581144,-0.481227558465586,-1.11593843051376
"WBGene00026661",-3.48837647341811,-6.06129281350956,-0.515622108846376,-5.90347586718388,-1.34364745790458,-5.96540467977082,5.61949589226432,5.42139418409614
"WBGene00026663",-1.80032047973285,-2.89136781206725,-0.515622108846376,0.0272614703790107,-1.34364745790458,-2.0585140841623,-1.82002947191734,-5.2034012717641
"WBGene00026664",3.31180441575176,3.51802312407045,5.50674570418208,5.93533411852468,3.30020873187015,4.62237283655739,3.74176386434963,3.61996596828213
"WBGene00026665",-2.95786175671933,-3.7393647186222,-0.515622108846376,-3.09612094512627,3.514333537223,3.17670237753173,4.31530258970043,4.91164237839761
"WBGene00026666",7.92906586030355,7.96514417537477,6.25256221593055,6.32504223053232,5.62213682675751,5.63775799976356,6.88224508789946,6.52324264971989
"WBGene00026667",8.96732176271488,9.12725739910124,8.01185489721402,8.8440353157372,8.08051883091352,8.48741568492317,8.03584666788171,8.17394484389224
"WBGene00026668",9.56854343143504,9.37649176329288,12.4300046133834,10.3689534485618,13.2722694941106,10.3340001213939,10.7924731841036,10.8225385081526
"WBGene00026669",-3.48837647341811,-6.06129281350956,-0.515622108846376,-5.90347586718388,0.978280636982787,-0.473551583441145,2.10931597451887,2.31229856651994
"WBGene00026671",-3.19886985622312,-2.36085309536847,-0.515622108846376,-5.90347586718388,-1.34364745790458,-5.96540467977082,4.29830093622947,4.03261292013598
"WBGene00026672",4.38950407914717,4.7943543525177,3.57184073240396,2.90709576755727,3.30020873187015,2.78613937931828,3.28480050130308,4.40207824629757
"WBGene00026673",5.63947458803373,5.88597883895078,4.69383125678257,5.83250317242953,4.01390454671351,4.70790439579088,5.55040152414702,5.63027947689064
"WBGene00026674",7.10915883905526,7.01935818844025,4.9762309874833,5.63131334429639,4.76487699887359,4.75483957851675,5.93838972121638,5.54395255771396
"WBGene00026675",3.45674217530129,3.47592558702903,1.80630598604099,3.65685696702857,0.978280636982787,5.00972677715052,4.11348762573653,4.60234260038752
"WBGene00026676",5.79265198985257,6.18574460527902,2.65430289259594,3.80215652017754,4.76487699887359,3.84677262574363,4.91188847769692,5.44495631024556
"WBGene00026677",5.14461872372485,5.3110281413577,4.12823408092835,4.74488171482579,4.67872035512388,4.78194914970724,3.9797283023007,3.9589900569928
"WBGene00026678",0.776326752776307,0.857570423765031,6.81529476926824,6.57908002436509,7.31098857062339,6.48554878494217,5.85447438221441,5.79730299724714
"WBGene00026679",5.22013267469887,5.13038333284286,-0.515622108846376,3.91190742862966,3.86580590772437,3.87537324382424,4.31288601452754,4.38343851619772
"WBGene00026681",3.38472580873413,3.0550511477279,3.18481760929472,4.54876537324694,1.82627754353774,2.98003915660709,1.0582919714944,0.411308572351106
"WBGene00026682",2.19656690839982,2.48945397187368,-0.515622108846376,1.23607548521492,2.35679226023652,2.99169736179147,4.73365628424355,5.08315648984386
"WBGene00026683",6.7617903297419,6.73940490085356,4.12823408092835,5.48830473882929,4.48924255626017,4.7043662087547,5.9234189665751,5.63027947689064
"WBGene00026684",4.83405247029945,4.8612915892041,-0.515622108846376,2.98830783603443,1.82627754353774,3.21698967363371,3.27490204023685,3.54143256573544
"WBGene00026685",5.28017546380593,5.3011989925365,4.12823408092835,6.32203285305213,4.58708987965831,5.38939566457978,6.0492468318914,6.09523413497014
"WBGene00026686",1.07640814536542,1.26962406460505,-0.515622108846376,0.783024659999343,4.84617710097544,3.96089131501029,6.81082649731158,6.77208848518165
"WBGene00026687",-6.65830147486042,-2.36085309536847,-0.515622108846376,-3.58154777229651,-1.34364745790458,-1.87794183852048,2.57228795086142,3.01091784903666
"WBGene00026688",-6.65830147486042,-3.7393647186222,-0.515622108846376,-3.58154777229651,1.82627754353774,-0.921010560412366,1.54371879866465,1.2723321592023
"WBGene00026689",2.25757790397535,2.05244935253962,-0.515622108846376,2.75830223058811,-1.34364745790458,3.76761064191514,3.36163436598173,3.28443876205895
"WBGene00026690",3.89532781905595,4.08972372538268,4.69383125678257,4.10074459913432,4.99620254498005,4.20577211788095,4.77462445178239,5.19427336118417
"WBGene00026692",5.73642915457115,5.2611987240879,4.12823408092835,4.54876537324694,5.19551135320346,6.32950320118283,4.96979182035551,4.31426811636971
"WBGene00026693",1.04905765722046,1.83957399447119,-0.515622108846376,1.49740356909831,0.978280636982787,2.71758990391086,4.08261165068982,4.16946378834849
"WBGene00026694",2.57771271703967,3.01284864924294,-0.515622108846376,0.0272614703790107,2.35679226023652,1.50220087031218,4.859864540958,5.12190418332558
"WBGene00026695",1.19344756655564,1.32241147896449,-0.515622108846376,2.11333242050268,0.978280636982787,1.55029515851322,0.912686649247504,1.48309925541912
"WBGene00026696",3.33746567601738,3.0550511477279,-0.515622108846376,4.00491675358987,3.514333537223,5.2076477780033,4.80417466039666,4.91942672304356
"WBGene00026697",3.52285078200515,3.60936343560888,4.52877201051208,5.84932289125164,4.58708987965831,4.22318416593653,5.18592525122028,5.09236766265641
"WBGene00026699",-2.57083863361008,-6.06129281350956,4.12823408092835,4.7786408977662,5.19551135320346,6.24861081164002,4.83818201083445,4.2824280369378
"WBGene00026700",2.03866605137387,2.20080203186062,1.80630598604099,4.25007616452424,2.35679226023652,3.12999234302174,1.99337449481306,1.61677769065109
"WBGene00026701",2.43181094480387,2.66322103961039,5.75116443184853,6.09546708425921,6.02267475634124,5.85357685966162,4.67088037819312,5.03619725748502
"WBGene00026702",3.17932645831099,3.39608806556297,4.84192989577171,4.28758334734778,3.04866996487418,2.31536609035978,2.38252653376493,2.12751560635051
"WBGene00026703",4.83905141861663,4.66236813090042,2.65430289259594,4.970737067647,4.84617710097544,6.12238962501708,5.16999104369182,4.96276181088201
"WBGene00026704",2.9909547026569,3.48367161927967,-0.515622108846376,2.00941346904609,2.74381538334576,1.51841109749344,2.64325447221556,3.74204256461381
"WBGene00026706",5.25869757422239,5.39454809561683,3.18481760929472,3.94044518410516,3.70074666145388,4.19572720321349,4.54680698045222,4.78386274030844
"WBGene00026707",0.919127353175331,0.758886148905624,-0.515622108846376,1.83123375304196,-1.34364745790458,0.443986256366882,-1.15260481100422,-1.29651067615558
"WBGene00026708",6.76231671670054,6.60604052809559,3.57184073240396,5.37439267899297,6.02267475634124,6.26731602819405,6.63578122528212,6.49139188323585
"WBGene00026709",-0.283262043513493,-0.506703961831926,-0.515622108846376,1.27643322283106,-1.34364745790458,1.92333856912744,0.282332245712334,1.13644873112052
"WBGene00026710",2.9909547026569,4.19962672015334,-0.515622108846376,4.64438263887454,0.978280636982787,5.29257237879316,4.23589090082214,5.18784231766334
"WBGene00026711",6.23443105775144,6.42579352676171,3.57184073240396,4.83377147584386,4.7224417325532,4.35765008057083,6.34842143617011,6.2949493361655
"WBGene00026712",5.64576458826687,5.51660802337741,1.80630598604099,4.98145778076589,5.57521577937002,5.09461567473703,6.39028374972646,5.99197093563864
"WBGene00026713",7.81394511648327,7.57974285720278,4.9762309874833,4.93020488147087,6.5205386867497,4.36439165844988,6.37530654551585,6.30191408437214
"WBGene00026714",8.92198653990254,9.44560357844615,3.18481760929472,3.0478088477831,5.06574347823313,2.99169736179147,9.97469695711404,9.91306453357131
"WBGene00026715",6.0988801579563,6.25922571112313,2.65430289259594,5.37090228606249,4.27106238621063,5.00398184157146,5.75027272209768,5.89923061709087
"WBGene00026716",7.69463852746465,7.95281485769034,5.31726790531837,6.16630952779943,5.77529361481893,6.73351698256899,7.60339545252633,7.7890060435844
"WBGene00026717",6.2521538804494,5.8331460410527,3.87669531393238,4.4661214790948,4.38427299665862,4.97930738127267,5.63602290298448,5.18569225014037
"WBGene00026718",0.949028838889193,0.205493727185338,3.18481760929472,6.09123112807422,2.35679226023652,5.51387035047939,3.90468499234676,3.78812057431159
"WBGene00026719",-2.95786175671933,-2.89136781206725,-0.515622108846376,-1.81601302593354,-1.34364745790458,1.13262740318971,-0.481227558465586,-1.50296155362301
"WBGene00026720",4.02732336486594,4.01952471409876,3.57184073240396,3.80560794536647,3.86580590772437,4.34861202413054,6.24130200825665,6.04155712138703
"WBGene00026721",0.109882849916508,0.348098122628138,-0.515622108846376,5.15924489998117,-1.34364745790458,4.82004778838772,3.01434862390681,3.29245375512307
"WBGene00026725",-6.65830147486042,-6.06129281350956,-0.515622108846376,-5.90347586718388,-1.34364745790458,-0.132514665606078,-0.074602299002942,0.773878651735814
"WBGene00026726",-6.65830147486042,-6.06129281350956,-0.515622108846376,-5.90347586718388,-1.34364745790458,-0.921010560412366,4.79208014011959,5.26522277115392
