"","EE-SRS267689","L2-SRS183252","L2-SRS267690","L4-SRS183253","YA_female-SRS267691","YA_male-SRS267692"
"WBGene00055675",-6.20340958731627,-0.706881826920514,-6.17207217995706,4.91467903867749,-0.588241753878744,5.53203455539219
"WBGene00078743",-6.20340958731627,-0.706881826920514,-3.8501440850697,-1.01605829888539,-5.54243806426562,2.1099387798153
"WBGene00055683",-3.88148149242891,-0.706881826920514,-1.21787586957019,-1.01605829888539,-2.37251306282331,-2.71448965560125
"WBGene00055684",7.02465750376647,4.65067017769757,3.34165541599537,2.15386670255692,5.11844920603695,3.10142727995978
"WBGene00055687",6.620821259606,4.50257153870844,5.16015462595727,2.6843814192557,4.56129559916681,4.44762189131809
"WBGene00055688",5.50495873309684,1.61504626796685,3.0202206345137,2.6843814192557,4.26436930265341,3.53554552080433
"WBGene00055689",6.28493269021625,3.93697436285421,4.95978478065173,3.07140454236495,4.34325830907378,4.26024358578832
"WBGene00055691",2.37023760017705,4.50257153870844,5.28582165735764,3.62779789088933,4.7556245034534,4.80121018268279
"WBGene00055692",-6.20340958731627,-0.706881826920514,-6.17207217995706,-1.01605829888539,-2.37251306282331,4.67496243348312
"WBGene00055696",7.84209413337075,5.55990471377439,7.81812044237586,5.25072824180951,4.62873873338615,4.51753146693298
"WBGene00055697",5.24470671809319,2.4630431745218,4.58698375920311,2.15386670255692,4.01789476994682,3.62139689687603
"WBGene00055698",1.99134726710598,1.61504626796685,2.69829253962634,-1.01605829888539,2.58168324756357,1.80907230045576
"WBGene00055699",7.30982452648978,4.78497126940916,5.7411912506717,5.09246615789278,5.77949003062174,5.72013857203548
"WBGene00055700",6.61137312774584,4.65067017769757,5.14703539586792,4.47579479744428,5.13792145924809,4.90674823151146
"WBGene00055701",3.09808660766628,4.78497126940916,4.90273828120339,5.39333263725231,3.73601139395486,4.8047097478697
"WBGene00055713",-1.3454285921887,0.519626702888166,-1.12767806059861,3.84192269624218,1.48369802557605,7.19284503470555
"WBGene00055714",-0.0536624678115896,3.38058101432983,3.45180931005639,3.62779789088933,3.8520246303447,4.46762876875187
"WBGene00055716",1.53130003290957,3.68543559585825,4.85790516663252,4.19339506674356,5.39934317801291,5.91850554154171
"WBGene00055718",0.616769375098916,3.38058101432983,3.66870574363799,3.07140454236495,0.761342683911483,1.46431349718752
"WBGene00055722",6.83259226560359,4.24731448346636,4.97322315497653,3.37625912389337,5.08782906076115,4.63029939709493
"WBGene00055723",2.76525720587894,-0.706881826920514,2.87505173215696,-1.01605829888539,0.900505431583109,1.82294447503732
"WBGene00055724",2.36264445085482,2.99355789122058,3.23093984361793,-1.01605829888539,1.59711328813317,1.95478913105338
"WBGene00073217",6.59774502606911,4.32610058977891,4.38053928544574,4.85331962514593,5.2087712239574,4.43904548756738
"WBGene00055726",1.44764210386266,3.38058101432983,3.05914900075412,1.30586979600197,4.00638384419313,5.04706157684323
"WBGene00055730",4.81339870037028,2.99355789122058,3.64650999752379,-1.01605829888539,3.48822907198132,3.30787815742721
"WBGene00055731",6.14504195009086,2.99355789122058,4.92266532509103,3.62779789088933,4.11040690873636,4.19373615069109
"WBGene00055732",-0.993956221687322,-0.706881826920514,-2.08460933870672,-1.01605829888539,-1.15012064148686,3.81775802832199
"WBGene00055736",5.83653757285282,6.6594403873253,6.77227385418077,6.77184426050604,7.55608755711385,7.65522884919447
"WBGene00055737",6.16427816895377,3.38058101432983,4.03372106944009,3.62779789088933,4.44198039453552,3.72845384024748
"WBGene00055738",-0.475489132753073,2.99355789122058,4.31275071430508,4.47579479744428,7.93557310691042,7.63751206965835
"WBGene00055741",7.64785144711313,1.61504626796685,4.07110180351589,5.09246615789278,6.12422977642474,5.8194889164011
"WBGene00055745",-1.07412657037131,1.61504626796685,3.5944567286418,-1.01605829888539,1.27774089814957,1.75220996350009
"WBGene00055746",3.73469973890297,4.9078280171947,5.12770822290148,4.34149370573269,5.46809004162087,6.39983109278611
"WBGene00055752",8.04117723578081,4.65067017769757,6.10084914690994,4.34149370573269,6.00204345804517,4.60442968941378
"WBGene00078742",5.40438305460294,4.50257153870844,5.68084740516693,4.59865154522981,6.14274873232973,6.55567586790693
"WBGene00055756",-0.993956221687322,0.878080673800643,1.43555404088842,-1.01605829888539,0.0274175440653286,0.348246099746714
"WBGene00055761",-0.993956221687322,-0.706881826920514,0.622343686393042,2.6843814192557,0.686380626230261,5.84647998949811
"WBGene00055763",-3.03348458587396,-0.706881826920514,-2.47163246181597,3.07140454236495,0.56608639251255,5.97006417712807
"WBGene00055764",5.56270517027045,4.50257153870844,5.70559539411082,4.59865154522981,1.53437753278521,3.08999993276197
"WBGene00055767",3.02300260547251,1.61504626796685,2.47538624649786,2.15386670255692,3.58426640857757,2.78447032722269
"WBGene00055774",10.5335472013113,3.68543559585825,1.92068496096279,3.62779789088933,8.89160368871961,7.41350466537515
"WBGene00055775",-1.15901546795782,2.4630431745218,2.72274558335088,1.30586979600197,1.53437753278521,2.02247593856496
"WBGene00055777",-3.88148149242891,-0.706881826920514,-3.8501440850697,2.15386670255692,-0.257035845403371,4.99440262757067
"WBGene00055778",7.98533378043277,3.93697436285421,3.65923506384499,5.39333263725231,6.17523835880078,5.08064809970107
"WBGene00055782",5.6650271685419,3.68543559585825,4.02391511807144,1.30586979600197,3.80407566890002,2.68163938112753
"WBGene00055783",5.1202081759753,5.07447788660415,5.29247357037688,4.91467903867749,5.69178061397285,6.19906467028828
"WBGene00055790",5.19693620921842,4.78497126940916,4.14872836892457,3.07140454236495,4.8722471715416,4.34560577866207
"WBGene00055791",1.96149733935942,1.61504626796685,2.00783691005787,-1.01605829888539,2.60730905523906,5.09786594751472
"WBGene00055792",4.64129617709567,5.02103862764269,5.13227914170617,5.58385454330173,5.19818598022379,4.91648524287674
"WBGene00055795",4.38155291340488,-0.706881826920514,3.24788799789083,1.30586979600197,3.2487248242894,3.34920501971614
"WBGene00055799",7.1719014101568,-0.706881826920514,3.83355236923681,1.30586979600197,4.6473864946144,2.92936653417348
"WBGene00055800",6.50632044922736,-0.706881826920514,3.90340696953095,-1.01605829888539,3.94339124443629,2.95163569801451
"WBGene00055801",3.82449640925361,2.4630431745218,4.76088071223765,3.84192269624218,4.76134268391148,3.44426027028439
"WBGene00078740",3.41313925646272,-0.706881826920514,0.904743417093767,-1.01605829888539,1.69596667505946,0.265332462461121
"WBGene00055802",7.46669337510665,4.24731448346636,5.69829253962634,4.34149370573269,5.92312834054378,4.73305280825064
"WBGene00055803",2.77672999032289,2.4630431745218,4.53959479360728,3.07140454236495,4.19734254550764,4.83753895575783
"WBGene00055806",5.4453973624095,4.65067017769757,5.84159943410157,4.81683171527935,5.34934563895269,5.3817862554554
"WBGene00055814",5.63854781178328,1.61504626796685,4.71133480643131,1.30586979600197,4.35086346659494,3.63325473109025
"WBGene00055816",7.42302270459456,6.43266952547828,7.95865924531615,6.87268495001287,7.71862843573377,6.60116311385963
"WBGene00055821",5.98703243146655,3.68543559585825,4.14759994098993,-1.01605829888539,4.27933591770495,4.05956525730018
"WBGene00055822",8.25088970630363,4.65067017769757,6.27888128475593,4.02833582047306,5.99040484669566,5.61193983152105
"WBGene00055823",2.34733719806697,2.99355789122058,4.52750027333021,1.30586979600197,0.523651126192153,1.70804238022452
"WBGene00055826",6.56580840881023,5.22385551064237,5.61705386646817,4.76530141463927,5.86305445450617,5.48136097828271
"WBGene00055829",1.26419596276673,-0.706881826920514,2.82510730098056,1.30586979600197,3.5370467195612,2.52072680609278
"WBGene00055831",4.99564923633675,3.68543559585825,4.70060270031354,3.84192269624218,4.7556245034534,5.82940142319094
"WBGene00055832",-0.732872722223689,2.4630431745218,0.706407951181516,1.30586979600197,0.523651126192153,0.811300831566414
"WBGene00055833",6.212596193243,3.68543559585825,4.56855186453235,3.37625912389337,5.06211516481342,3.76484152047375
"WBGene00055835",3.97026754898715,-0.706881826920514,3.78648053547395,1.30586979600197,3.99349823414195,3.24228981579963
"WBGene00078744",0.908664963993402,-0.706881826920514,0.578266340287642,3.37625912389337,2.55031907665423,5.79403583539505
"WBGene00055837",7.42560544520619,3.68543559585825,4.78066906722942,2.15386670255692,5.09690264438661,4.10000380175758
"WBGene00078726",6.14171840466042,1.61504626796685,3.77190773438667,-1.01605829888539,3.454741416672,2.90022018851396
"WBGene00055838",5.69330122840984,4.65067017769757,4.40252134738055,2.6843814192557,3.82606839724207,3.94689258675849
"WBGene00055839",-2.11594674606593,-0.706881826920514,-1.7797547571783,2.15386670255692,-1.84199834612453,3.11276482389406
"WBGene00055840",2.45836851045572,2.99355789122058,3.6497018020135,3.37625912389337,0.647386494614398,1.92936653417348
"WBGene00078737",0.785275099455894,-0.706881826920514,0.904743417093767,-1.01605829888539,-0.898581874490895,-0.755131640098595
"WBGene00055841",5.0103022107894,4.50257153870844,4.21486806536725,3.37625912389337,3.78174248235312,3.61742252785874
"WBGene00055842",7.45469029651527,7.08102073247092,7.51147076932508,6.98956625030848,7.06512343208859,6.46459006098418
"WBGene00055843",6.57178914158171,1.61504626796685,3.77190773438667,1.30586979600197,4.27454555898976,3.67591817716888
"WBGene00055847",-0.37051957315153,3.200008768688,4.75644619530083,3.62779789088933,3.9554137726855,4.26151748877695
"WBGene00055849",8.59491032183684,5.22385551064237,6.50057414616756,4.02833582047306,6.53738002094673,6.1131176904828
"WBGene00055850",7.45640127518895,7.64626499857757,7.45739828467111,7.01184769768449,5.47784743657903,4.19507012678325
"WBGene00055853",-3.88148149242891,-0.706881826920514,-6.17207217995706,-1.01605829888539,-2.37251306282331,1.55021357059316
"WBGene00055857",-6.20340958731627,-0.706881826920514,-3.36471725789946,2.15386670255692,0.23892164925904,5.76977381601598
"WBGene00078725",-6.20340958731627,-0.706881826920514,-6.17207217995706,-1.01605829888539,-3.22050996937826,2.9828640826661
"WBGene00055858",-0.181041774287817,2.4630431745218,0.397783428373884,5.25072824180951,6.84692439137826,5.82251298257384
"WBGene00078758",-3.88148149242891,-0.706881826920514,-3.8501440850697,1.30586979600197,5.54369816076169,0.973566338084011
"WBGene00055860",6.24444851763776,-0.706881826920514,2.07110180351589,3.07140454236495,4.43627239484074,4.64988822541107
"WBGene00055866",4.40853735450371,2.99355789122058,3.97894435893518,1.30586979600197,4.32946717339357,3.67209139762837
"WBGene00055867",6.39126491637363,5.40164262985766,4.70060270031354,4.71186215567781,5.06396714843217,3.35399008228152
"WBGene00078722",-0.770450180040165,8.54654023071602,2.60468982182917,10.9814811050925,10.2373084745086,9.82098392134566
"WBGene00078736",-1.15029825085671,8.48738255607149,2.74541924887796,11.3563225176047,11.1143373183613,11.3004531330761
"WBGene00078745",-2.66735668707606,7.48944980734524,1.86057970979276,11.0724185808594,11.4474346969888,11.1473050659644
"WBGene00055873",-4.61844708659512,-0.706881826920514,-6.17207217995706,6.54618412533568,2.54682701961871,7.69321007341141
"WBGene00055875",0.304385052882425,-0.706881826920514,0.367086631150968,-1.01605829888539,-2.08300644562832,-0.0515246428788191
"WBGene00078746",-2.74397796867897,-0.706881826920514,3.0202206345137,2.6843814192557,3.20910599482348,3.55645451056731
"WBGene00055877",0.304385052882425,4.15109916820706,5.51092240372462,5.09246615789278,4.72317698221884,5.96655349393888
"WBGene00055879",5.8857098105989,4.33751229243794,5.83285049861198,4.19339506674356,5.49442238240743,5.42335537484714
"WBGene00055880",5.18514591666629,1.61504626796685,3.19861522685015,-1.01605829888539,3.29991227914819,2.59536560698554
"WBGene00055887",7.42674375601235,5.89303101526661,7.19411340897108,5.459675132081,6.4593219640616,4.73121497992454
"WBGene00072650",-0.588699743201063,1.61504626796685,4.38347559169,1.30586979600197,2.05001897300246,3.39403480117692
"WBGene00055888",4.12488386165391,3.13509129200667,4.69605586246904,1.64842454147929,2.63916147055761,3.58726055734848
"WBGene00055893",7.11894111023219,5.70250910921719,6.36247388750293,5.25072824180951,6.40190796987221,5.02322714662197
"WBGene00055894",4.97960541356648,2.4630431745218,3.65923506384499,3.07140454236495,2.46318648492826,2.06395257454112
"WBGene00055895",-1.95548207387269,-0.706881826920514,0.925959903003463,-1.01605829888539,-0.588241753878744,0.38237188365134
"WBGene00055898",6.81217969308112,7.13232196117643,7.27346003907125,6.77184426050604,7.12888184891768,6.7886735358658
"WBGene00055899",7.58194070335429,4.65067017769757,5.8544512625627,4.91467903867749,5.38163212131972,5.10355986725259
"WBGene00078754",4.62710561966057,1.61504626796685,4.29553337012593,1.30586979600197,3.65477862884443,3.06102917933435
"WBGene00055900",0.564774737460655,-0.706881826920514,2.92859015904813,-1.01605829888539,3.41466397729667,3.61343717990756
"WBGene00055903",9.47086545242072,-0.706881826920514,0.303661251009334,4.11322471805957,6.77892636777383,3.3563766751184
"WBGene00055904",3.87740794029206,3.68543559585825,5.55967111075078,5.32379170399923,6.05886846185622,5.60392762048896
"WBGene00055908",8.39190617895414,5.12600818724423,6.85704246551198,4.81683171527935,6.02314007251871,4.82553072318894
"WBGene00055909",7.52504242284812,4.84770702475712,6.75681625944057,5.42688519696333,6.18320937671909,6.1863771523795
"WBGene00055912",-2.50296986917518,-0.706881826920514,-6.17207217995706,1.30586979600197,-1.15012064148686,4.90267166750806
"WBGene00055913",3.50394954476461,-0.706881826920514,-3.00214717851475,-1.01605829888539,-3.22050996937826,-1.97752406143504
"WBGene00055914",-3.88148149242891,-0.706881826920514,-6.17207217995706,-1.01605829888539,-3.22050996937826,3.51859736653144
"WBGene00055915",4.68761460283323,5.12600818724423,7.6015821830048,5.52310051222264,5.14318677546074,5.28738763163942
"WBGene00055530",2.09579843107101,3.38058101432983,6.0358572655546,5.52310051222264,6.25319578024116,6.11029233821454
"WBGene00055532",7.49800518101535,-0.706881826920514,2.92332484283549,2.15386670255692,5.7331044918211,4.92535347166685
"WBGene00055535",6.07184195615405,4.9078280171947,6.34338127543151,6.20311022157677,6.95989651593238,7.25785198159214
"WBGene00055538",11.19753887419,9.74922612812666,9.10930224449657,9.62056632165826,9.82507360967915,10.0709246671416
"WBGene00055543",-3.03348458587396,-0.706881826920514,-3.8501440850697,-1.01605829888539,-0.898581874490895,3.73213418673543
"WBGene00055544",6.68932294529559,-0.706881826920514,3.41476760800476,-1.01605829888539,3.75447814261367,2.31034219737869
"WBGene00055546",-0.0536624678115896,-0.706881826920514,-1.64851022390005,-1.01605829888539,-2.37251306282331,-0.674961291414611
"WBGene00055548",6.88587536169678,7.38587531399934,8.76083458953617,6.89683103734457,8.00982996207218,7.61455917221885
"WBGene00055549",7.23784615001211,6.16348289266289,6.59452298177221,6.48378758819781,6.8150204700392,7.15792872275013
"WBGene00055554",-1.81109216453751,-0.706881826920514,0.202967251389861,-1.01605829888539,-0.498043944907166,-2.71448965560125
"WBGene00069664",-0.588699743201063,-0.706881826920514,-0.120265072943766,1.30586979600197,0.148537674077656,1.68544095128739
"WBGene00055558",-4.61844708659512,-0.706881826920514,-3.00214717851475,2.15386670255692,0.523651126192153,5.54080124625582
"WBGene00055560",5.56876475214165,4.50257153870844,5.49237510459091,3.84192269624218,4.94640628219172,5.13354899499794
"WBGene00055561",5.36216854946806,3.68543559585825,3.82369497092074,2.6843814192557,3.37940287280887,3.76484152047375
"WBGene00055564",-1.3454285921887,1.61504626796685,-0.289429130595223,-1.01605829888539,1.90877304756671,2.15450433224874
"WBGene00055565",9.22624756402755,1.61504626796685,-0.105982989499291,4.81683171527935,5.82988289060164,1.5994011202207
"WBGene00055566",5.56353335343951,-0.706881826920514,4.28119845405356,2.6843814192557,4.8722471715416,3.72845384024748
"WBGene00055570",5.23382231372321,1.61504626796685,3.76014257201132,1.30586979600197,4.12112003995165,3.44426027028439
"WBGene00055572",5.70122503435188,4.65067017769757,6.20160865345455,5.17376625999462,6.59423269807623,6.49035315704926
"WBGene00055573",5.02601010091414,6.55050601577214,6.17914314189854,6.75872876071578,6.588454205541,6.33142165291889
"WBGene00055579",-3.88148149242891,-0.706881826920514,0.131708568220039,-1.01605829888539,-2.08300644562832,-1.97752406143504
"WBGene00055580",1.12750729079835,4.65067017769757,4.74455374225417,3.84192269624218,4.21411825825847,4.69772732461522
"WBGene00055581",1.58449297207516,-0.706881826920514,1.7408171562729,1.30586979600197,0.290451949899122,0.935764305371627
"WBGene00055582",-3.39605466525867,-0.706881826920514,-6.17207217995706,-1.01605829888539,-0.898581874490895,3.11840035856349
"WBGene00055583",7.90470644009561,1.61504626796685,4.52750027333021,3.37625912389337,4.38682034437135,4.70710768952717
"WBGene00055585",0.272323843650126,-0.706881826920514,0.569394806444083,-1.01605829888539,-1.45497522301528,-1.63648714359998
"WBGene00055587",-2.6599137038905,4.11788602622278,-3.8501440850697,10.318349080426,5.40446821019078,10.2729117494566
"WBGene00055590",-3.39605466525867,1.61504626796685,-0.022325060452382,2.15386670255692,6.21453516189983,7.64220683920429
"WBGene00055591",-3.88148149242891,1.61504626796685,0.457284440122546,1.30586979600197,5.07502940102858,6.41307484411742
"WBGene00055592",0.510835930349851,-0.706881826920514,1.14081077532729,-1.01605829888539,0.388299273297267,1.03444858023103
"WBGene00055593",2.54142425018327,6.51228669354165,8.14293582364329,6.1234930535134,5.61617162394886,6.71735613136415
"WBGene00055594",-6.20340958731627,-0.706881826920514,-0.339182165792322,1.30586979600197,0.523651126192153,-1.02643366191599
"WBGene00055598",-6.20340958731627,-0.706881826920514,-1.64851022390005,-1.01605829888539,-1.08300644562832,-3.5624865621562
"WBGene00078751",-1.55955339754155,-0.706881826920514,0.816612506815102,-1.01605829888539,0.627486937176693,1.3152576877928
"WBGene00055601",-0.918007368454023,1.61504626796685,1.39017024426401,1.30586979600197,1.40007644107362,1.3152576877928
"WBGene00055605",1.29643629976693,2.4630431745218,0.0177523789229533,3.84192269624218,7.49819413629664,3.12960581327137
"WBGene00055606",6.13449101554466,2.4630431745218,4.3738575891284,3.37625912389337,4.53571274346903,2.86712940204554
"WBGene00055607",8.0082506071411,7.96907520602123,8.28998269579151,7.86352495072739,7.44209788465839,7.53040268764529
"WBGene00055608",6.23408242280908,5.59689892125659,5.59652570223731,4.02833582047306,5.17951554853577,5.09929153561579
"WBGene00055613",3.47607051218917,1.61504626796685,4.77117521594449,2.15386670255692,2.15104889323371,3.0784813482937
"WBGene00055616",4.84711931821428,2.4630431745218,2.92859015904813,-1.01605829888539,3.36745501950442,3.78269688503147
"WBGene00055617",6.1040758612732,2.99355789122058,2.36320319666374,3.07140454236495,4.26652611065364,2.4949637100277
"WBGene00055620",5.58978727174467,2.99355789122058,4.74753605864619,3.37625912389337,4.38533989781672,4.31157264098495
"WBGene00055621",5.99718255037298,13.1692513731225,9.43940396546548,12.1822332562068,9.91112195440042,8.82549519369447
"WBGene00055624",8.19880308539837,6.30434542850274,5.99189191145521,6.31485857922922,6.40410273962748,6.09035841084578
