"","EE-AF16_EE","EE-AF16_EEb","L2-AF16_L2","L2-AF16_L2b","L4-AF16_L4","L4-AF16_L4b","YA-AF16_YA","YA-AF16_Yab","mixed-AF16_Mx"
"WBGene00023597",3.25392133134774,3.19623925353159,2.85495965841921,4.37069781544042,2.93914112014224,4.01571922776154,2.52940084619995,2.4989393013499,4.95564683910642
"WBGene00023598",-2.36769963995226,-1.45856723580368,-0.314965343023101,0.122770301996831,-1.1483217211081,-0.152569137043669,-2.89686390850215,-2.67897849084594,4.95564683910642
"WBGene00023599",0.962690033683298,0.452896089594665,-0.314965343023101,0.51869897832797,-1.1483217211081,-5.76727898115888,-5.70421883055975,-2.67897849084594,4.95564683910642
"WBGene00023600",5.37812295438188,5.59568175048363,4.72942877633535,4.71928702934607,4.46638812300711,3.98593776802008,2.9360261056626,3.37847178133796,4.95564683910642
"WBGene00023601",2.21372250306365,1.98831912951451,2.00696275186426,2.72867214041035,1.17360637377927,3.14261410261116,2.62221065656255,2.13864476666549,4.95564683910642
"WBGene00023602",1.80693236416758,1.80016703259649,2.85495965841921,3.47227464123662,4.06113164452085,2.55915050596343,2.7836212032633,3.07055577682332,4.95564683910642
"WBGene00023603",1.27954713902324,1.38752008074264,4.54301565210447,4.35731464858861,3.49553446866663,3.42501383331189,2.64007707735607,2.60642372801631,4.95564683910642
"WBGene00023604",2.48441673311209,2.48450569611149,-0.314965343023101,-5.71011971216791,-1.1483217211081,-5.76727898115888,-5.70421883055975,-5.0009065857333,4.95564683910642
"WBGene00023605",4.73157080792627,4.89646917089562,-0.314965343023101,-0.424717493305662,-1.1483217211081,-3.44535088627151,-2.53429382911744,-2.67897849084594,4.95564683910642
"WBGene00023606",-2.36769963995226,-2.39145303994514,2.85495965841921,3.28705976876971,3.89607239825036,3.84926986262011,1.62669804755487,1.98777810103886,4.95564683910642
"WBGene00023607",4.70281596874283,4.75181420643553,4.54301565210447,5.59651164954459,3.49553446866663,4.58476444463656,3.25288321100254,3.2327130910264,4.95564683910642
"WBGene00023609",5.34047136330418,5.21318442180307,3.77249749822724,5.11085698045333,4.20923028350999,5.22495128380701,3.67732412062484,3.80322443545001,4.95564683910642
"WBGene00023610",3.09750661631167,3.09455917779547,2.00696275186426,4.52947881708121,2.93914112014224,3.82704562276597,1.64450932367133,2.23749815359177,4.95564683910642
"WBGene00023612",0.928541811271453,0.524154772764487,3.38547437511799,3.42687139991232,-1.1483217211081,2.0969071634954,0.803575809638946,0.613803258381904,4.95564683910642
"WBGene00023613",-3.28523747976029,-5.85088465858244,-0.314965343023101,-5.71011971216791,-1.1483217211081,-2.06683926301778,-0.574935813614784,0.35664541888478,4.95564683910642
"WBGene00023614",3.33437116376776,3.59413018728599,2.00696275186426,4.59023284816031,4.34353137522158,4.93402748079975,4.72936661059074,4.8272298984608,4.95564683910642
