"","EE-DF5081_EE","L2-DF5081_L2","L4-DF5081_L4","Ad_female-DF5081_ADF","Ad_male-DF5081_ADM"
"WBGene00122701",2.62996805155904,4.09395548299761,4.06889582450783,2.28583354785257,2.84282211442626
"WBGene00122703",-1.193566797554,-0.202146624521843,-0.329383156509644,-0.290195828098578,-0.0848270413490599
"WBGene00122707",1.9593851252846,-2.83441484002136,-3.2679826118455,-5.04508333026205,-4.60838899740607
"WBGene00122708",6.51451876709052,3.40971110326237,5.99019079854469,1.64141719692117,2.02096762267354
"WBGene00122710",-0.0152295562954841,-1.45590321676763,-4.85294511256666,-5.04508333026205,-4.60838899740607
"WBGene00122716",6.24456843889783,7.47506151381975,7.55246230965255,7.89394485150121,7.35342241068109
"WBGene00122717",5.35048250990111,8.39548546619998,9.01172468727365,7.53352523047571,8.0225606294268
"WBGene00122718",-3.11956621611022,-2.34898801285111,-4.85294511256666,-1.87515832881973,6.52153793610432
"WBGene00122720",2.41025473041848,1.61184138986821,1.55644582357104,4.1122636051008,1.17297071611859
"WBGene00122722",6.40360364997539,4.92713639242312,3.98940523084715,5.04370490845486,4.03906942904885
"WBGene00122723",-3.11956621611022,-1.98641793346641,-1.15250539442556,0.682837124301153,8.41726967553743
"WBGene00122724",8.86135877371085,8.34711015810475,8.12344000532194,8.2413300391083,8.23455056187906
"WBGene00122725",4.74709453470977,4.69071441118262,4.22119635018585,5.11604855272226,5.12801293391222
"WBGene00122726",5.99052553581491,6.74112440681317,6.9247211683141,7.20551117693027,7.97680829785395
"WBGene00122727",4.96895704050641,4.41540970859483,4.57541506013763,6.15151879626112,5.06580327073961
"WBGene00122729",6.89026240125789,5.16671182543293,7.24607387845257,3.03706571109183,2.82623923023065
"WBGene00122730",2.77282480980318,3.54756063853595,3.61873010182539,0.627342011709449,3.95766504076502
"WBGene00122731",4.38027967097299,5.95544480089229,4.65682989176028,5.12107975238407,4.25888974230359
"WBGene00122732",0.339865402527078,3.15199609523069,1.48690489031797,1.22170321043285,2.61077952305609
"WBGene00122733",5.44800965241389,5.5842811095807,4.91358379603221,6.21994561219611,5.43737066397661
"WBGene00122734",-0.797638121222857,-1.06888009365838,-2.53101701767929,-1.34464361212095,4.91321144231765
"WBGene00122735",5.8223617085985,9.38287647199666,7.14176188269144,9.02964352306083,9.26803202209743
"WBGene00122738",2.81117112145267,3.71710117760666,3.04792169541409,2.33862096221201,7.98430161794734
"WBGene00122739",1.7969104283275,0.26992181979338,3.1638631751199,-0.187102335134474,-0.216071574627312
"WBGene00122740",7.37688814404357,5.34051084247932,4.84228317892909,4.05557900874315,3.82206355425946
"WBGene00122742",6.29702022143169,6.07787574332975,6.17703223402292,6.92250319703403,5.29398611707995
"WBGene00122744",4.17137418629346,6.77328534811584,6.80481992269871,6.97554943139566,6.72420706038314
"WBGene00122746",3.76062951283288,2.57836668531712,1.68621369854137,1.29476667262258,1.41397881562238
"WBGene00122747",4.74956490353407,4.6266552740117,4.05694797120339,5.4477712899127,5.09378368795948
"WBGene00122749",8.28269976044293,9.11533893183428,9.63884536543184,8.02520535969963,8.71593221074848
"WBGene00122751",-0.797638121222857,0.726300114453123,-0.765482271316317,-2.72315523537468,-2.28646090251871
"WBGene00122752",4.4907204409708,3.56133348815768,3.36137400823411,4.10212159468018,4.227661357652
"WBGene00122753",-1.98206269236028,0.201209069709366,-2.53101701767929,-1.34464361212095,-2.28646090251871
"WBGene00122755",5.40634604463313,4.93773475076319,4.03275126077274,2.23104107501219,3.60593012339469
"WBGene00122760",2.00971680083475,5.28970647180783,4.22653967126016,2.30364482396903,2.84282211442626
"WBGene00122763",5.13687838036322,4.05554535963729,3.80883298520533,4.76388084465721,3.81367576876674
"WBGene00122764",5.51488184625209,5.26466992087051,5.3528481368305,8.35726259835634,6.14733315623621
"WBGene00122765",5.58017973186079,-0.764025512129958,-4.85294511256666,1.74933253608806,-2.28646090251871
"WBGene00122766",6.60733310236631,5.85976890331179,6.20165920539402,6.3041978985554,6.16392557651558
"WBGene00122767",4.85197733784055,6.82914326419592,7.74207920604698,6.47602631338929,6.81525219766978
"WBGene00122769",4.9837215923018,5.37406340219035,5.58064032858384,3.67259309280435,4.72028592992188
"WBGene00122770",1.56973294442567,3.48390200131363,2.79810657861227,3.01561260142551,2.66773540786816
"WBGene00122772",-3.11956621611022,-1.45590321676763,-4.85294511256666,1.96614392516121,11.0023186765459
"WBGene00122775",4.89277897430961,4.63969667392105,4.1099508927706,5.01965943448821,4.86125281983344
"WBGene00122776",2.71332379805452,2.98831530792316,2.64690077451655,1.77509563215314,1.96146661092488
"WBGene00122779",9.02426338616465,10.3477622236711,10.4840146590043,9.69221683455209,10.0368753867615
"WBGene00122782",5.2247296918056,4.70629442265008,5.03731916445445,5.99999372167289,7.36135725340844
"WBGene00122784",7.21649396528036,7.86862354896506,8.64253520455496,8.63054297367335,7.9744586311442
"WBGene00122788",4.78130059187053,4.93244530380819,5.0127881582851,5.40715791016877,4.02460619973689
"WBGene00122790",1.56973294442567,3.43237170067355,2.20233732293453,1.8497344330459,3.24336004400998
"WBGene00122794",0.667030145780587,1.68914711603566,0.573319642135441,-5.04508333026205,-2.28646090251871
"WBGene00122795",6.83608369141815,3.01858274759196,7.05582277028253,5.5389396099955,5.57772524213557
"WBGene00122797",4.01177632301304,5.07847449620861,6.62025327111087,4.93933512853909,5.88045534905126
"WBGene00122801",3.97001667701449,4.94563273604051,4.70738772164578,3.6449146411574,4.00263579990128
"WBGene00122804",6.80197722739875,7.47005056926528,7.06256084966527,4.82989801739173,5.4962097561583
"WBGene00122805",5.04131364572909,6.38330057132932,5.75160811651238,5.959839348307,4.82415290298219
"WBGene00122806",-5.44149431099758,-2.34898801285111,-3.2679826118455,-1.87515832881973,5.56028312072616
"WBGene00122807",4.99209113015291,4.50008192836906,4.42550434565382,5.6802829276336,4.83662584846235
"WBGene00122814",4.22561723107745,4.20779172009933,4.42550434565382,5.00067633112064,4.40563147290886
"WBGene00122815",3.07814194184563,-1.06888009365838,-4.85294511256666,-3.46012082954089,-2.28646090251871
"WBGene00122816",5.45256553527644,3.29074029130093,3.07186739103912,4.17166252793326,1.89940564279262
"WBGene00122817",1.69805704140121,3.1336759120239,1.1694227004618,-0.187102335134474,-0.0848270413490599
"WBGene00122820",2.38505417629333,0.993404184595964,2.47797176554796,0.0841996866829198,0.0354671923686522
"WBGene00122822",-2.27156930955527,-1.2494523393002,-1.39351349392936,-3.46012082954089,-2.28646090251871
"WBGene00122823",0.113094540680055,-1.69691131627142,-1.39351349392936,-0.000689210903593028,4.77747340323539
"WBGene00122824",3.86456737843076,3.39440385047453,3.32198056993402,2.50181112962559,1.96146661092488
"WBGene00122825",8.59476517370502,8.95242652399977,8.69238139703233,6.40973001825048,7.27845070847835
"WBGene00122826",-0.797638121222857,-3.57138043418756,-1.15250539442556,-3.46012082954089,-1.43846399596376
"WBGene00122827",3.99521723113963,6.62050129749345,7.65509722186235,5.91708970084766,7.22014421304954
"WBGene00122830",3.38187292904865,0.952181521869451,2.70929731165442,5.79490774027784,3.69081902098121
"WBGene00122831",8.62484719444743,8.7835117167774,8.82334257358122,9.30716704726935,8.58744455254952
"WBGene00122832",0.0503587853320928,-2.83441484002136,-1.68302011112434,0.164370035366903,5.52475321499453
"WBGene00122836",0.96789662514012,-1.06888009365838,2.1582821428566,-0.652765907483286,0.2495919977215
"WBGene00122838",-5.44149431099758,0.201209069709366,-4.85294511256666,-5.04508333026205,-4.60838899740607
"WBGene00122839",0.173215533117626,-0.512486745133994,3.48244524212727,0.569626513853162,2.48964308555445
"WBGene00122841",1.21671717175421,4.05554535963729,2.76910670688972,1.77509563215314,2.44689343809512
"WBGene00122842",4.48183317442161,5.29795635871118,5.49246013415114,4.88417507837493,5.05872254466895
"WBGene00122843",4.77646338686653,0.866024878119736,3.74324464357775,1.49407548084598,1.17297071611859
"WBGene00122845",0.173215533117626,4.25092482933601,5.40797442109625,4.10720151204454,5.95861637284096
"WBGene00122846",1.63532128605325,0.201209069709366,2.22387048448417,-1.34464361212095,0.0354671923686522
"WBGene00122848",1.69805704140121,2.10104490778393,3.08369282643591,2.48629813025427,1.99152384478105
"WBGene00122849",3.70571061394465,3.15199609523069,3.93168973299086,3.6238016540042,3.07109110209937
"WBGene00122852",0.7082528085071,1.98320841749008,2.54793432371553,-0.290195828098578,1.22450101675867
"WBGene00122854",7.61158307610167,6.28400718429184,6.78322632906926,7.04403606765312,5.85819734031317
"WBGene00122855",5.92755769600381,6.05858325303372,6.41559688773347,6.70436713530787,5.84591029621383
"WBGene00122857",4.53148547506871,4.35343206941822,3.78729982365569,4.10212159468018,2.55148233937232
"WBGene00122858",1.97635820388832,1.85488432051454,1.88852187383449,2.38954489737468,1.11953145715713
"WBGene00122860",3.27618211206881,5.18906231180908,4.85613869998369,3.55854301472415,5.62403192977
"WBGene00122861",3.68521016184561,4.30513651237744,4.40208345725207,6.11289511968339,5.96051715709601
"WBGene00122863",-0.917932354940569,1.25304800122898,-1.68302011112434,-1.87515832881973,-4.60838899740607
"WBGene00122866",5.31756162816259,5.35837111922977,4.89356920857181,4.04502908940224,3.81367576876674
"WBGene00122868",7.29003686546436,6.79821691209111,7.34580685262708,6.17952135127645,6.30375185888965
"WBGene00122869",5.71142426513904,6.65141446868055,5.93740338418526,5.99726004953165,5.51702447307724
"WBGene00122870",8.03942208253574,8.99760486533694,9.15959213571959,8.85795117278211,9.42029410397166
"WBGene00122871",5.70888765782027,4.88941672647397,5.06740774284842,1.72310099451488,1.5001354593721
"WBGene00122872",8.20179821592923,8.06720631832476,8.13556206635651,8.97424677212802,8.752046613165
"WBGene00122874",1.15841853118955,7.37820313255127,9.58474194860217,4.92502256035013,5.25734427344569
"WBGene00122875",6.53184430980278,3.86324779344916,3.30187299648545,3.49019204635876,1.80100193873163
"WBGene00122876",3.57252615931735,2.69540610650734,3.09542211901802,2.75581656965826,4.48700802538648
"WBGene00122877",4.03221143862183,3.74150252109679,3.9447164132871,4.5492412736628,2.61077952305609
"WBGene00122878",6.85053967450196,5.89146261909887,5.50790197161301,6.32287737937952,5.59250960763237
"WBGene00122879",-0.397100191639129,-0.298361939781146,-2.53101701767929,-5.04508333026205,-2.28646090251871
"WBGene00122880",-3.11956621611022,-1.06888009365838,-0.460627689787897,-0.957620489011707,-0.907949279264981
"WBGene00122881",5.5032177500459,6.17401378204922,5.18185385001061,3.52097070790905,5.06580327073961
"WBGene00122884",0.441148738364259,0.571577519654481,0.00503588256091544,-2.72315523537468,-0.0848270413490599
"WBGene00122885",-0.0152295562954841,6.30360091346621,6.29997346356997,1.14474122861797,1.41397881562238
"WBGene00122887",0.230931030973914,0.676547079256023,0.874975341996542,1.82528138932136,1.17297071611859
"WBGene00122888",3.0220300622736,3.28244891766954,2.22387048448417,1.29476667262258,1.00632084670914
"WBGene00122890",2.88493517612472,5.06403539278651,3.52643325450461,2.83143361630295,3.3282489415965
"WBGene00122892",1.15841853118955,0.993404184595964,1.25557934421151,0.736276383262613,0.146498504757396
"WBGene00122895",3.28982472002748,-1.98641793346641,-2.53101701767929,-0.000689210903593028,-2.28646090251871
"WBGene00122899",4.41181524440609,4.62337642023469,5.4336126490413,5.22754645471432,4.34871304415621
"WBGene00122900",2.97213361802659,4.25516805310335,3.75068123241954,2.94927010659681,3.6630740304983
"WBGene00122901",3.64331407680678,2.42108589312703,1.91523921221027,-0.652765907483286,0.749163007212011
"WBGene00122903",-1.04917688821882,3.56817091821123,4.36380074562865,3.15948781398716,5.85615675292787
"WBGene00122904",6.65686681633451,7.49223934845502,7.73834346667943,7.3039213877657,8.40545705532527
"WBGene00122905",5.39060453504155,4.30513651237744,4.71501096284881,4.95068382061576,3.64427643504418
"WBGene00122907",7.88760124757127,7.72113293162571,6.80213833263132,6.04171635536141,5.35306069699212
"WBGene00122908",5.80939622472576,6.27776399370124,6.61516977381144,5.47356982541134,5.35595187038635
"WBGene00122909",5.3714851602539,6.44310504662,6.95561691739087,6.3041978985554,6.67180179481083
"WBGene00122912",1.88942256711704,3.08683104856423,1.62278831839974,-0.0908870198751712,1.11953145715713
"WBGene00122913",7.75403169364861,8.5911157987716,7.85850677414811,7.602150219715,7.10112566330064
"WBGene00122914",3.06233142699817,1.5579025827574,1.1694227004618,-5.04508333026205,-0.360461483962487
"WBGene00122917",5.54505883875908,4.78176639131052,4.1099508927706,4.56778516702899,3.77962828793906
"WBGene00122919",3.03828595303152,3.15199609523069,1.68621369854137,1.36430760587566,1.17297071611859
"WBGene00122922",-5.44149431099758,-0.764025512129958,-2.53101701767929,-0.797155816818461,5.90435146539743
"WBGene00122924",1.73841477901735,2.43611410235936,1.25557934421151,-2.72315523537468,1.11953145715713
"WBGene00122925",5.66898899881864,4.3173628147107,3.5858467400116,5.09062595584235,2.89145688967713
"WBGene00122926",-0.232040945368632,3.43984682123569,0.761764731548551,-0.290195828098578,-0.360461483962487
"WBGene00122930",6.40673739009624,7.43354224438148,7.27601583828904,7.76207030891544,7.42331220533423
"WBGene00122934",4.26067837436797,5.14629598887883,5.86900850023473,5.35259130268622,5.43190072361964
"WBGene00122938",5.47811392760567,2.34350295217449,5.04943000191937,0.446769766067628,0.817875757296025
"WBGene00122941",5.5690337948889,4.77291547372826,4.17772202368028,5.81367476967337,5.84796541770222
"WBGene00122942",0.862286437179521,2.13827781398291,2.13573957420551,-0.652765907483286,0.883464098923602
"WBGene00122947",-5.44149431099758,-1.69691131627142,-0.765482271316317,-2.23772840820444,5.52732028869833
"WBGene00122948",5.60221655234957,1.25304800122898,5.24113257310525,3.38536922140348,4.27119425220671
"WBGene00122953",6.63965621027429,6.69891489228448,6.76773292956875,6.8882384904709,6.822586175182
"WBGene00122954",5.47960277710921,6.09099124312001,5.50570608832623,5.00340354373029,4.33705483897184
"WBGene00122958",1.27275120666854,1.73847482839923,-0.605017599123071,-1.87515832881973,-1.43846399596376
"WBGene00122959",5.42191764794406,2.08206180441636,1.1694227004618,6.95526884721825,3.04266269377286
